DOEID,ALTHUQ,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT
1391,9,2,5,1,0,476,0,0,0,476,476,0,0,0,0,0,0,0,476,0,0,476,0,0,0,0,0,0,0,476
1392,9,3,9,4,0,2160,0,0,0,2160,2160,0,0,0,0,0,0,0,2160,0,2160,0,0,0,0,0,0,0,2160,0
1393,9,2,3,1,1,875,0,0,0,875,583,292,0,0,0,0,0,0,583,292,292,875,0,0,0,0,0,0,0,875
1394,9,1,3,3,1,2227,986,0,0,1241,2227,0,986,0,0,0,0,0,1241,0,670,868,986,0,0,0,0,0,373,868
1395,9,1,4,4,1,2827,0,0,0,2827,2827,0,0,0,0,0,0,0,2827,0,2827,0,0,0,0,0,0,0,2827,0
1396,9,4,1,3,1,1802,0,0,0,1802,721,1081,0,0,0,0,0,0,721,1081,835,967,0,0,0,0,0,0,835,967
1397,9,2,1,2,1,1919,0,0,0,1919,1919,0,0,0,0,0,0,0,1919,0,548,1919,0,0,0,0,0,0,0,1919
1398,9,3,4,2,0,889,0,0,0,889,889,0,0,0,0,0,0,0,889,0,0,889,0,0,0,0,0,0,0,889
1399,9,4,10,3,1,2076,0,0,400,1676,1676,400,0,0,0,400,0,0,1676,0,1676,400,0,0,0,400,0,0,1676,0
1400,9,3,1,4,0,1631,0,0,0,1631,1631,0,0,0,0,0,0,0,1631,0,1631,0,0,0,0,0,0,0,1631,0
1401,4,1,8,1,1,1440,0,0,0,1440,1440,0,0,0,0,0,0,0,1440,0,1440,0,0,0,0,0,0,0,1440,0
1402,9,1,4,1,1,619,0,0,0,619,619,0,0,0,0,0,0,0,619,0,0,619,0,0,0,0,0,0,0,619
1403,9,2,8,1,1,2204,1102,0,400,702,1529,676,827,276,0,400,0,0,702,0,1804,428,1074,28,0,400,0,0,702,0
1404,9,1,8,4,0,2030,0,0,250,1780,1780,250,0,0,0,250,0,0,1780,0,1780,250,0,0,0,250,0,0,1780,0
1405,9,1,8,3,1,3168,0,0,400,2768,2422,746,0,0,0,400,0,0,2422,346,2768,400,0,0,0,400,0,0,2768,0
1406,9,3,9,4,0,3180,0,0,400,2780,2780,400,0,0,0,400,0,0,2780,0,2780,400,0,0,0,400,0,0,2780,0
1407,9,3,4,4,1,1620,0,0,0,1620,1620,0,0,0,0,0,0,0,1620,0,1620,0,0,0,0,0,0,0,1620,0
1408,9,1,5,1,0,2626,0,0,400,2226,2226,400,0,0,0,400,0,0,2226,0,2226,400,0,0,0,400,0,0,2226,0
1409,9,2,7,4,1,5483,0,0,400,5083,5083,400,0,0,0,400,0,0,5083,0,5083,400,0,0,0,400,0,0,5083,0
1410,9,2,1,1,1,4976,1659,0,0,3317,2413,2563,0,1659,0,0,0,0,2413,905,1357,4976,0,1659,0,0,0,0,0,3317
1411,9,4,2,1,1,3036,0,0,0,3036,3036,0,0,0,0,0,0,0,3036,0,3036,0,0,0,0,0,0,0,3036,0
1412,9,3,3,2,1,2754,918,918,0,918,1607,1148,689,230,0,0,0,918,918,0,689,2754,0,918,0,0,0,918,0,918
1413,9,2,1,3,1,1829,550,0,0,1279,1829,0,550,0,0,0,0,0,1279,0,1829,0,550,0,0,0,0,0,1279,0
1414,9,6,1,1,1,5168,1292,1292,400,2184,2184,2984,0,1292,0,400,0,1292,2184,0,954,5168,0,1292,0,400,0,1292,0,2184
1415,9,1,3,1,1,1346,405,0,0,941,1346,0,405,0,0,0,0,0,941,0,577,1346,0,405,0,0,0,0,0,941
1416,9,3,5,3,0,864,0,0,0,864,864,0,0,0,0,0,0,0,864,0,864,0,0,0,0,0,0,0,864,0
1417,9,3,5,2,1,3844,1472,0,400,1972,1127,2717,0,1472,0,400,0,0,1127,845,1446,3016,0,1472,0,400,0,0,828,1144
1418,9,1,8,1,1,1085,0,0,0,1085,1085,0,0,0,0,0,0,0,1085,0,1085,0,0,0,0,0,0,0,1085,0
1419,9,1,10,4,1,1596,0,0,400,1196,1196,400,0,0,0,400,0,0,1196,0,1196,400,0,0,0,400,0,0,1196,0
1420,9,1,1,1,0,2361,315,0,0,2046,2046,315,0,315,0,0,0,0,2046,0,787,2361,0,315,0,0,0,0,0,2046
1421,9,2,5,2,1,881,0,0,0,881,881,0,0,0,0,0,0,0,881,0,881,0,0,0,0,0,0,0,881,0
1422,9,1,3,1,1,7138,2193,1376,0,3569,5762,1376,2193,0,0,0,0,1376,3569,0,7138,3569,0,2193,0,0,0,1376,3569,0
1423,9,3,4,4,0,5376,1792,1792,400,1392,3584,1792,1792,0,400,0,0,1792,1392,0,0,5376,0,1792,0,400,0,1792,0,1392
1424,9,3,2,2,1,2505,345,690,0,1470,1815,690,345,0,0,0,0,690,1470,0,501,2505,0,345,0,0,0,690,0,1470
1425,3,3,5,2,1,1809,0,576,0,1233,1233,576,0,0,0,0,0,576,1233,0,1809,576,0,0,0,0,0,576,1233,0
1426,9,1,5,1,1,2196,0,0,400,1796,1796,400,0,0,0,400,0,0,1796,0,718,2196,0,0,0,400,0,0,0,1796
1427,9,3,7,4,1,952,0,0,0,952,952,0,0,0,0,0,0,0,952,0,476,952,0,0,0,0,0,0,0,952
1428,9,1,1,1,1,513,0,0,0,513,513,0,0,0,0,0,0,0,513,0,0,513,0,0,0,0,0,0,0,513
1429,9,3,7,1,1,815,0,0,0,815,815,0,0,0,0,0,0,0,815,0,815,0,0,0,0,0,0,0,815,0
1430,9,6,6,3,1,4028,0,1920,400,1708,1281,2747,0,0,0,400,0,1920,1281,427,1211,3458,0,0,0,400,0,1920,570,1138
1431,9,1,7,2,1,977,0,0,0,977,977,0,0,0,0,0,0,0,977,0,977,0,0,0,0,0,0,0,977,0
1432,9,3,5,3,1,3839,726,0,400,2713,3439,400,726,0,0,400,0,0,2713,0,3439,400,726,0,0,400,0,0,2713,0
1433,9,2,9,4,0,4128,2064,0,0,2064,4128,0,2064,0,0,0,0,0,2064,0,4128,0,2064,0,0,0,0,0,2064,0
1434,3,1,4,2,0,2688,0,1344,250,1094,1094,1594,0,0,0,250,0,1344,1094,0,1625,2688,0,0,0,250,0,1344,0,1094
1435,9,1,11,3,1,2547,716,0,400,1431,1431,1116,0,716,0,400,0,0,1431,0,2147,1116,0,716,0,400,0,0,1431,0
1436,9,3,1,1,1,1664,832,0,0,832,1664,0,832,0,0,0,0,0,832,0,1664,0,832,0,0,0,0,0,832,0
1437,1,3,10,4,0,1440,0,0,0,1440,1440,0,0,0,0,0,0,0,1440,0,1440,0,0,0,0,0,0,0,1440,0
1438,9,3,12,4,0,9108,3036,3036,400,2636,5672,3436,3036,0,0,400,0,3036,2636,0,8708,6472,0,3036,0,400,0,3036,2636,0
1439,9,1,9,3,1,600,0,0,0,600,600,0,0,0,0,0,0,0,600,0,0,600,0,0,0,0,0,0,0,600
1440,9,2,1,2,0,6156,2052,0,250,3854,3854,2302,0,2052,0,250,0,0,3854,0,1687,6156,0,2052,0,250,0,0,0,3854
1441,9,2,3,3,1,2428,950,0,0,1478,1478,950,0,950,0,0,0,0,1478,0,0,2428,0,950,0,0,0,0,0,1478
1442,9,2,5,1,0,970,0,0,0,970,970,0,0,0,0,0,0,0,970,0,485,970,0,0,0,0,0,0,0,970
1443,9,3,3,2,1,2080,0,1040,0,1040,624,1456,0,0,0,0,0,1040,624,416,1664,2080,0,0,0,0,0,1040,0,1040
1444,9,4,3,3,1,961,0,0,0,961,961,0,0,0,0,0,0,0,961,0,0,961,0,0,0,0,0,0,0,961
1445,9,3,3,2,1,2210,850,0,0,1360,2210,0,850,0,0,0,0,0,1360,0,556,1018,850,0,0,0,0,0,342,1018
1446,9,1,6,1,0,731,0,0,0,731,731,0,0,0,0,0,0,0,731,0,731,0,0,0,0,0,0,0,731,0
1447,9,2,3,1,1,963,0,0,0,963,321,642,0,0,0,0,0,0,321,642,0,963,0,0,0,0,0,0,0,963
1448,9,3,6,4,0,360,0,0,0,360,360,0,0,0,0,0,0,0,360,0,120,360,0,0,0,0,0,0,0,360
1449,9,4,4,1,1,1200,0,0,0,1200,1200,0,0,0,0,0,0,0,1200,0,0,1200,0,0,0,0,0,0,0,1200
1450,9,1,5,2,1,7210,3605,0,400,3205,6810,400,3605,0,0,400,0,0,3205,0,6810,1301,2704,901,0,400,0,0,3205,0
1451,9,3,9,2,1,2632,916,0,400,1316,2632,0,916,0,400,0,0,0,1316,0,2232,0,916,0,400,0,0,0,1316,0
1452,9,1,10,2,1,5565,1855,0,400,3310,4238,1328,928,928,0,400,0,0,3310,0,5165,2255,0,1855,0,400,0,0,3310,0
1453,9,3,5,4,0,1463,0,0,0,1463,1463,0,0,0,0,0,0,0,1463,0,614,849,0,0,0,0,0,0,614,849
1454,9,2,4,4,0,720,0,0,0,720,720,0,0,0,0,0,0,0,720,0,720,0,0,0,0,0,0,0,720,0
1455,9,1,3,2,1,2112,656,0,400,1056,1548,564,492,164,0,400,0,0,1056,0,1712,1056,0,656,0,400,0,0,1056,0
1456,9,2,1,1,1,966,0,0,0,966,725,242,0,0,0,0,0,0,725,242,725,966,0,0,0,0,0,0,0,966
1457,9,1,5,1,1,453,0,0,0,453,453,0,0,0,0,0,0,0,453,0,453,0,0,0,0,0,0,0,453,0
1458,9,2,6,1,1,1020,0,0,0,1020,1020,0,0,0,0,0,0,0,1020,0,0,1020,0,0,0,0,0,0,0,1020
1459,9,4,2,4,1,3336,0,1668,0,1668,1191,2145,0,0,0,0,0,1668,1191,477,0,3336,0,0,0,0,0,1668,0,1668
1460,9,2,5,3,1,3775,550,1075,400,1750,2300,1475,550,0,0,400,0,1075,1750,0,3375,2025,0,550,0,400,0,1075,1750,0
1461,9,5,1,1,1,6900,420,1620,0,4860,4860,2040,0,420,0,0,0,1620,4860,0,2070,6900,0,420,0,0,0,1620,0,4860
1462,9,7,9,1,0,1015,0,0,0,1015,0,1015,0,0,0,0,0,0,0,1015,1015,0,0,0,0,0,0,0,1015,0
1463,9,1,6,1,1,1240,0,0,0,1240,1240,0,0,0,0,0,0,0,1240,0,0,1240,0,0,0,0,0,0,0,1240
1464,9,3,12,2,1,2204,1102,0,0,1102,2204,0,1102,0,0,0,0,0,1102,0,2204,0,1102,0,0,0,0,0,1102,0
1465,9,2,7,2,1,1080,0,0,0,1080,648,432,0,0,0,0,0,0,648,432,369,711,0,0,0,0,0,0,369,711
1466,9,3,7,4,1,1953,0,0,0,1953,1953,0,0,0,0,0,0,0,1953,0,1953,0,0,0,0,0,0,0,1953,0
1467,9,1,8,3,1,5682,1736,990,400,2556,4292,1390,1736,0,0,400,0,990,2556,0,5282,1390,1736,0,0,400,0,990,2556,0
1468,9,3,4,2,1,1840,920,0,0,920,1840,0,920,0,0,0,0,0,920,0,0,1840,0,920,0,0,0,0,0,920
1469,9,4,9,1,1,2365,0,0,650,1715,1372,993,0,0,0,650,0,0,1372,343,590,1775,0,0,0,650,0,0,590,1125
1470,9,3,1,1,1,1167,0,0,0,1167,1167,0,0,0,0,0,0,0,1167,0,233,1167,0,0,0,0,0,0,0,1167
1471,9,1,3,4,0,1064,0,0,0,1064,1064,0,0,0,0,0,0,0,1064,0,709,1064,0,0,0,0,0,0,0,1064
1472,9,1,5,3,0,1591,0,0,250,1341,1118,474,0,0,0,250,0,0,1118,224,671,1591,0,0,0,250,0,0,0,1341
1473,9,2,2,2,1,2838,0,1419,0,1419,0,2838,0,0,0,0,0,1419,0,1419,1419,2838,0,0,0,0,0,1419,0,1419
1474,9,2,7,2,1,3312,728,728,400,1456,2002,1310,546,182,0,400,0,728,1456,0,2912,1674,182,546,0,400,0,728,1456,0
1475,9,4,4,1,0,806,0,0,0,806,806,0,0,0,0,0,0,0,806,0,161,806,0,0,0,0,0,0,0,806
1476,9,3,7,2,1,3000,0,1500,0,1500,1500,1500,0,0,0,0,0,1500,1500,0,3000,1500,0,0,0,0,0,1500,1500,0
1477,9,3,6,1,1,1512,504,0,0,1008,756,756,0,504,0,0,0,0,756,252,756,1512,0,504,0,0,0,0,0,1008
1478,9,3,3,1,1,2650,0,1325,250,1075,1075,1575,0,0,0,250,0,1325,1075,0,2400,1575,0,0,0,250,0,1325,1075,0
1479,9,7,7,1,1,3712,0,1856,400,1456,1456,2256,0,0,0,400,0,1856,1456,0,3312,2256,0,0,0,400,0,1856,1456,0
1480,4,3,6,2,0,761,0,0,0,761,761,0,0,0,0,0,0,0,761,0,0,761,0,0,0,0,0,0,0,761
1481,9,1,2,3,1,1980,0,0,0,1980,1980,0,0,0,0,0,0,0,1980,0,1980,0,0,0,0,0,0,0,1980,0
1482,9,3,8,4,0,1876,0,0,0,1876,1876,0,0,0,0,0,0,0,1876,0,268,1876,0,0,0,0,0,0,0,1876
1483,9,4,11,1,0,716,0,0,0,716,716,0,0,0,0,0,0,0,716,0,716,0,0,0,0,0,0,0,716,0
1484,9,1,8,2,1,4080,2040,0,400,1640,3680,400,2040,0,0,400,0,0,1640,0,3680,400,2040,0,0,400,0,0,1640,0
1485,9,3,5,4,0,2304,1152,0,0,1152,2016,288,864,288,0,0,0,0,1152,0,0,2304,0,1152,0,0,0,0,0,1152
1486,9,1,9,4,1,8036,2009,2009,400,3618,3618,4418,0,2009,0,400,0,2009,3618,0,7636,4418,0,2009,0,400,0,2009,3618,0
1487,9,1,3,2,1,3800,950,950,0,1900,1900,1900,0,950,0,0,0,950,1900,0,3800,1900,0,950,0,0,0,950,1900,0
1488,9,4,9,3,1,1905,0,0,650,1255,1255,650,0,0,0,650,0,0,1255,0,1255,650,0,0,0,650,0,0,1255,0
1489,9,2,5,4,0,2276,0,759,0,1517,1517,759,0,0,0,0,0,759,1517,0,2276,759,0,0,0,0,0,759,1517,0
1490,9,1,6,3,1,623,0,0,0,623,623,0,0,0,0,0,0,0,623,0,623,0,0,0,0,0,0,0,623,0
1491,9,9,7,4,1,1139,0,0,0,1139,1139,0,0,0,0,0,0,0,1139,0,1139,0,0,0,0,0,0,0,1139,0
1492,9,4,3,2,1,2553,0,0,400,2153,1435,1118,0,0,0,400,0,0,1435,718,0,2553,0,0,0,400,0,0,0,2153
1493,9,1,5,3,1,806,0,0,0,806,806,0,0,0,0,0,0,0,806,0,202,806,0,0,0,0,0,0,0,806
1494,9,4,9,1,0,1706,0,0,400,1306,1306,400,0,0,0,400,0,0,1306,0,1306,400,0,0,0,400,0,0,1306,0
1495,9,9,2,4,0,1870,286,0,0,1584,792,1078,0,286,0,0,0,0,792,792,0,1870,0,286,0,0,0,0,0,1584
1496,5,1,6,2,1,2900,0,0,0,2900,2900,0,0,0,0,0,0,0,2900,0,1450,2900,0,0,0,0,0,0,0,2900
1497,9,4,5,1,1,997,0,0,0,997,997,0,0,0,0,0,0,0,997,0,0,997,0,0,0,0,0,0,0,997
1498,9,2,1,2,1,1698,0,0,0,1698,970,728,0,0,0,0,0,0,970,728,485,1698,0,0,0,0,0,0,0,1698
1499,9,5,3,4,0,3200,0,1600,250,1350,1350,1850,0,0,0,250,0,1600,1350,0,983,3200,0,0,0,250,0,1600,0,1350
1500,9,1,5,1,1,2576,0,0,0,2576,2576,0,0,0,0,0,0,0,2576,0,2576,0,0,0,0,0,0,0,2576,0
1501,9,1,9,1,1,1282,0,0,400,882,882,400,0,0,0,400,0,0,882,0,882,400,0,0,0,400,0,0,882,0
1502,9,3,1,1,1,2520,840,0,0,1680,1680,840,0,840,0,0,0,0,1680,0,630,2520,0,840,0,0,0,0,0,1680
1503,9,3,4,2,0,3868,1934,0,400,1534,1534,2334,0,1934,0,400,0,0,1534,0,694,3868,0,1934,0,400,0,0,0,1534
1504,9,5,3,1,0,1282,0,0,250,1032,516,766,0,0,0,250,0,0,516,516,355,927,0,0,0,250,0,0,355,677
1505,9,1,8,1,1,723,0,0,0,723,723,0,0,0,0,0,0,0,723,0,241,723,0,0,0,0,0,0,0,723
1506,9,1,5,1,1,1306,0,0,0,1306,1306,0,0,0,0,0,0,0,1306,0,653,1306,0,0,0,0,0,0,0,1306
1507,9,1,9,4,0,7113,0,2371,650,4092,7113,0,0,0,650,0,2371,0,4092,0,2222,3335,0,0,0,650,2371,0,1407,2685
1508,5,2,6,1,1,592,0,0,0,592,592,0,0,0,0,0,0,0,592,0,592,0,0,0,0,0,0,0,592,0
1509,9,4,9,3,1,5904,0,1968,400,3536,2829,3075,0,0,0,400,0,1968,2829,707,5504,2368,0,0,0,400,0,1968,3536,0
1510,9,1,8,1,1,1282,441,0,400,441,368,915,0,441,0,400,0,0,368,74,882,841,0,441,0,400,0,0,441,0
1511,9,2,5,1,0,520,0,0,0,520,520,0,0,0,0,0,0,0,520,0,173,520,0,0,0,0,0,0,0,520
1512,9,3,9,2,1,1536,0,0,400,1136,1136,400,0,0,0,400,0,0,1136,0,1136,400,0,0,0,400,0,0,1136,0
1513,9,4,5,3,1,968,0,0,0,968,968,0,0,0,0,0,0,0,968,0,242,968,0,0,0,0,0,0,0,968
1514,9,1,4,3,1,3584,896,896,0,1792,3584,0,896,0,0,0,896,0,1792,0,3584,896,0,896,0,0,896,0,1792,0
1515,4,2,5,1,0,693,0,0,0,693,693,0,0,0,0,0,0,0,693,0,693,0,0,0,0,0,0,0,693,0
1516,9,5,1,1,1,1464,0,0,0,1464,1464,0,0,0,0,0,0,0,1464,0,1464,0,0,0,0,0,0,0,1464,0
1517,9,4,7,1,0,2550,0,0,400,2150,2150,400,0,0,0,400,0,0,2150,0,2150,400,0,0,0,400,0,0,2150,0
1518,9,2,6,1,1,3335,0,945,250,2140,2140,1195,0,0,0,250,0,945,2140,0,3085,1195,0,0,0,250,0,945,2140,0
1519,9,1,2,1,1,341,0,0,0,341,341,0,0,0,0,0,0,0,341,0,341,341,0,0,0,0,0,0,0,341
1520,9,1,3,3,1,812,0,0,0,812,812,0,0,0,0,0,0,0,812,0,812,0,0,0,0,0,0,0,812,0
1521,9,1,10,1,0,1357,0,0,0,1357,543,814,0,0,0,0,0,0,543,814,1357,0,0,0,0,0,0,0,1357,0
1522,9,1,7,2,0,2550,0,0,400,2150,2150,400,0,0,0,400,0,0,2150,0,2150,400,0,0,0,400,0,0,2150,0
1523,9,1,1,2,1,4613,1456,0,0,3157,4613,0,1456,0,0,0,0,0,3157,0,4613,0,1456,0,0,0,0,0,3157,0
1524,9,1,9,2,1,1091,0,0,0,1091,1091,0,0,0,0,0,0,0,1091,0,1091,1091,0,0,0,0,0,0,0,1091
1525,9,1,4,1,1,576,0,0,0,576,576,0,0,0,0,0,0,0,576,0,192,576,0,0,0,0,0,0,0,576
1526,9,2,4,2,0,761,0,0,0,761,507,254,0,0,0,0,0,0,507,254,254,761,0,0,0,0,0,0,0,761
1527,9,3,3,2,1,3484,984,1250,400,850,1664,1820,984,0,0,400,0,1250,680,170,3084,1650,984,0,0,400,0,1250,850,0
1528,5,3,5,2,0,580,0,0,0,580,580,0,0,0,0,0,0,0,580,0,0,580,0,0,0,0,0,0,0,580
1529,9,4,8,1,1,774,0,0,0,774,774,0,0,0,0,0,0,0,774,0,774,0,0,0,0,0,0,0,774,0
1530,9,5,3,1,1,1728,864,0,250,614,307,1421,0,864,0,250,0,0,307,307,246,1728,0,864,0,250,0,0,0,614
1531,9,3,1,1,1,566,0,0,0,566,566,0,0,0,0,0,0,0,566,0,283,566,0,0,0,0,0,0,0,566
1532,9,3,3,1,1,2484,0,1242,0,1242,1242,1242,0,0,0,0,0,1242,1242,0,2484,1242,0,0,0,0,0,1242,1242,0
1533,3,2,5,1,1,1296,432,0,0,864,1296,0,432,0,0,0,0,0,864,0,0,1296,0,432,0,0,0,0,0,864
1534,9,7,6,1,1,648,0,0,0,648,0,648,0,0,0,0,0,0,0,648,216,648,0,0,0,0,0,0,0,648
1535,9,3,9,4,1,3140,1570,0,400,1170,2740,400,1570,0,0,400,0,0,1170,0,2740,400,1570,0,0,400,0,0,1170,0
1536,9,2,5,2,1,2069,0,0,400,1669,1669,400,0,0,0,400,0,0,1669,0,0,2069,0,0,0,400,0,0,0,1669
1537,9,3,3,2,1,3432,1144,1144,250,894,894,2538,0,1144,0,250,0,1144,894,0,3182,2538,0,1144,0,250,0,1144,894,0
1538,9,1,1,1,1,550,0,0,0,550,550,0,0,0,0,0,0,0,550,0,138,550,0,0,0,0,0,0,0,550
1539,9,2,8,4,0,2325,0,0,400,1925,770,1555,0,0,0,400,0,0,770,1155,1925,400,0,0,0,400,0,0,1925,0
1540,9,3,6,1,0,924,0,0,0,924,770,154,0,0,0,0,0,0,770,154,924,0,0,0,0,0,0,0,924,0
1541,9,1,1,2,0,3393,779,0,0,2614,2614,779,0,779,0,0,0,0,2614,0,848,3393,0,779,0,0,0,0,0,2614
1542,9,3,5,4,0,742,0,0,0,742,742,0,0,0,0,0,0,0,742,0,0,742,0,0,0,0,0,0,0,742
1543,9,1,8,3,1,8558,2088,2040,400,4030,6118,2440,2088,0,0,400,0,2040,4030,0,3757,4613,2088,0,0,400,0,2040,1856,2173
1544,9,3,5,1,1,1164,0,0,0,1164,1164,0,0,0,0,0,0,0,1164,0,1164,0,0,0,0,0,0,0,1164,0
1545,9,1,2,1,1,2700,1350,0,400,950,950,1750,0,1350,0,400,0,0,950,0,2300,1750,0,1350,0,400,0,0,950,0
1546,9,3,7,4,0,938,0,0,0,938,938,0,0,0,0,0,0,0,938,0,0,938,0,0,0,0,0,0,0,938
1547,9,1,3,1,1,224,0,0,0,224,224,0,0,0,0,0,0,0,224,0,0,224,0,0,0,0,0,0,0,224
1548,9,3,4,1,1,3525,925,1175,250,1175,1175,2350,0,925,0,250,0,1175,1175,0,0,3525,0,925,0,250,0,1175,0,1175
1549,9,2,6,1,1,5805,1263,0,400,4142,5805,0,1263,0,400,0,0,0,4142,0,0,5805,0,1263,0,400,0,0,0,4142
1550,9,1,8,4,0,2240,720,0,400,1120,1660,580,540,180,0,400,0,0,1120,0,1840,760,360,360,0,400,0,0,1120,0
1551,9,1,4,1,1,576,0,0,0,576,576,0,0,0,0,0,0,0,576,0,192,576,0,0,0,0,0,0,0,576
1552,9,7,6,2,0,1040,0,0,0,1040,1040,0,0,0,0,0,0,0,1040,0,1040,0,0,0,0,0,0,0,1040,0
1553,9,4,4,3,1,2087,0,0,400,1687,1687,400,0,0,0,400,0,0,1687,0,1687,400,0,0,0,400,0,0,1687,0
1554,9,2,1,4,1,4093,1320,0,0,2773,555,3538,0,1320,0,0,0,0,555,2218,1282,3225,0,1320,0,0,0,0,868,1905
1555,9,1,2,1,1,1320,0,0,0,1320,1320,0,0,0,0,0,0,0,1320,0,1320,0,0,0,0,0,0,0,1320,0
1556,9,3,9,3,0,968,0,0,0,968,968,0,0,0,0,0,0,0,968,0,968,0,0,0,0,0,0,0,968,0
1557,3,3,7,1,1,2857,918,0,400,1539,2457,400,918,0,0,400,0,0,1539,0,0,2857,0,918,0,400,0,0,0,1539
1558,9,3,2,1,1,1475,660,0,0,815,1475,0,660,0,0,0,0,0,815,0,0,1475,0,660,0,0,0,0,0,815
1559,4,7,5,1,1,800,0,0,0,800,800,0,0,0,0,0,0,0,800,0,0,800,0,0,0,0,0,0,0,800
1560,9,2,4,1,1,455,0,0,0,455,455,0,0,0,0,0,0,0,455,0,152,455,0,0,0,0,0,0,0,455
1561,9,3,1,4,1,1820,988,0,0,832,832,988,0,988,0,0,0,0,832,0,0,1820,0,988,0,0,0,0,0,832
1562,9,4,3,4,1,728,0,0,250,478,478,250,0,0,0,250,0,0,478,0,0,728,0,0,0,250,0,0,0,478
1563,9,4,4,3,1,2832,0,0,250,2582,2582,250,0,0,0,250,0,0,2582,0,430,2832,0,0,0,250,0,0,0,2582
1564,9,3,4,3,0,4000,550,800,250,2400,2950,1050,550,0,0,250,0,800,2400,0,1875,4000,0,550,0,250,0,800,0,2400
1565,9,3,1,1,0,1441,456,0,0,985,985,456,0,456,0,0,0,0,985,0,0,1441,0,456,0,0,0,0,0,985
1566,9,7,5,1,0,1200,0,0,0,1200,1200,0,0,0,0,0,0,0,1200,0,1200,0,0,0,0,0,0,0,1200,0
1567,9,4,9,3,1,2080,0,0,650,1430,1226,854,0,0,0,650,0,0,1226,204,0,2080,0,0,0,650,0,0,0,1430
1568,9,3,2,1,1,1750,0,875,0,875,875,875,0,0,0,0,0,875,875,0,1750,875,0,0,0,0,0,875,875,0
1569,9,3,3,1,1,750,0,0,0,750,750,0,0,0,0,0,0,0,750,0,375,750,0,0,0,0,0,0,0,750
1570,9,3,6,4,1,928,0,0,0,928,928,0,0,0,0,0,0,0,928,0,352,576,0,0,0,0,0,0,352,576
1571,9,3,9,3,0,3588,1196,1196,0,1196,2392,1196,1196,0,0,0,0,1196,1196,0,3588,1196,1196,0,0,0,0,1196,1196,0
1572,9,4,5,1,1,630,0,0,0,630,630,0,0,0,0,0,0,0,630,0,210,630,0,0,0,0,0,0,0,630
1573,9,5,1,4,1,1871,345,345,0,1181,1526,345,345,0,0,0,0,345,1181,0,0,1871,0,345,0,0,0,345,0,1181
1574,9,1,2,1,1,5931,1420,1420,0,3091,4511,1420,1420,0,0,0,0,1420,3091,0,5931,2840,0,1420,0,0,0,1420,3091,0
1575,9,2,2,1,1,702,0,0,0,702,117,585,0,0,0,0,0,0,117,585,234,702,0,0,0,0,0,0,0,702
1576,9,3,10,1,1,1377,0,0,0,1377,1102,275,0,0,0,0,0,0,1102,275,1377,0,0,0,0,0,0,0,1377,0
1577,9,1,4,1,1,1352,676,0,0,676,451,901,0,676,0,0,0,0,451,225,451,1352,0,676,0,0,0,0,0,676
1578,9,3,8,1,1,1583,0,768,250,565,565,1018,0,0,0,250,0,768,565,0,1333,1018,0,0,0,250,0,768,565,0
1579,3,3,5,2,0,1040,0,0,0,1040,1040,0,0,0,0,0,0,0,1040,0,693,1040,0,0,0,0,0,0,0,1040
1580,9,4,4,1,1,2428,0,0,0,2428,2428,0,0,0,0,0,0,0,2428,0,0,2428,0,0,0,0,0,0,0,2428
1581,9,3,5,3,1,4680,830,1260,250,2340,3170,1510,830,0,0,250,0,1260,2340,0,4430,1510,830,0,0,250,0,1260,2340,0
1582,9,2,5,4,0,5175,2025,0,400,2750,4775,400,2025,0,0,400,0,0,2750,0,1781,2124,2025,0,0,400,0,0,1026,1724
1583,9,4,5,1,1,1976,0,0,400,1576,0,1976,0,0,0,400,0,0,0,1576,0,1976,0,0,0,400,0,0,0,1576
1584,9,7,7,3,1,3019,0,0,650,2369,2369,650,0,0,0,650,0,0,2369,0,2369,650,0,0,0,650,0,0,2369,0
1585,9,1,9,2,1,6773,1435,1435,400,3503,4938,1835,1435,0,0,400,0,1435,3503,0,6373,1835,1435,0,0,400,0,1435,3503,0
1586,9,1,2,2,1,1458,0,0,0,1458,1458,0,0,0,0,0,0,0,1458,0,292,1458,0,0,0,0,0,0,0,1458
1587,9,4,4,2,1,2759,0,0,400,2359,2359,400,0,0,0,400,0,0,2359,0,337,2759,0,0,0,400,0,0,0,2359
1588,3,2,9,1,1,4580,2250,0,400,1930,3038,1541,1688,563,0,400,0,0,1351,579,1437,3916,0,2250,0,400,0,0,663,1266
1589,9,1,4,1,1,1032,0,0,0,1032,1032,0,0,0,0,0,0,0,1032,0,619,1032,0,0,0,0,0,0,0,1032
1590,9,3,2,1,1,1482,741,0,0,741,741,741,0,741,0,0,0,0,741,0,296,1482,0,741,0,0,0,0,0,741
1591,2,7,9,1,0,1110,0,0,0,1110,1110,0,0,0,0,0,0,0,1110,0,1110,0,0,0,0,0,0,0,1110,0
