DOEID,ALTHUQ,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT
1191,9,1,4,1,1,1748,0,0,0,1748,1748,0,0,0,0,0,0,0,1748,0,1748,0,0,0,0,0,0,0,1748,0
1192,9,2,2,1,0,1200,0,0,400,800,0,1200,0,0,0,400,0,0,0,800,0,1200,0,0,0,400,0,0,0,800
1193,9,1,6,3,1,412,0,0,0,412,412,0,0,0,0,0,0,0,412,0,412,412,0,0,0,0,0,0,0,412
1194,9,2,7,1,1,3351,0,0,400,2951,2951,400,0,0,0,400,0,0,2951,0,2951,400,0,0,0,400,0,0,2951,0
1195,3,1,10,2,1,1500,500,0,250,750,1000,500,250,250,0,250,0,0,750,0,1250,750,0,500,0,250,0,0,750,0
1196,9,2,1,1,1,413,0,0,0,413,413,0,0,0,0,0,0,0,413,0,206,413,0,0,0,0,0,0,0,413
1197,9,3,3,1,1,2268,1134,0,0,1134,1134,1134,1134,0,0,0,0,0,0,1134,2268,0,1134,0,0,0,0,0,1134,0
1198,9,4,3,1,1,1290,0,0,400,890,890,400,0,0,0,400,0,0,890,0,0,1290,0,0,0,400,0,0,0,890
1199,9,1,12,3,1,5663,1800,0,400,3463,3463,2200,0,1800,0,400,0,0,3463,0,619,5255,0,1800,0,400,0,0,407,3055
1200,9,4,12,1,0,2800,0,1400,400,1000,1000,1800,0,0,0,400,0,1400,1000,0,2400,1800,0,0,0,400,0,1400,1000,0
1201,9,4,5,1,1,1438,0,0,0,1438,1438,0,0,0,0,0,0,0,1438,0,0,1438,0,0,0,0,0,0,0,1438
1202,9,4,7,1,1,544,0,0,0,544,0,544,0,0,0,0,0,0,0,544,544,0,0,0,0,0,0,0,544,0
1203,9,4,7,3,1,1317,0,0,0,1317,1317,0,0,0,0,0,0,0,1317,0,509,807,0,0,0,0,0,0,509,807
1204,9,4,3,1,1,694,0,0,0,694,694,0,0,0,0,0,0,0,694,0,694,694,0,0,0,0,0,0,0,694
1205,4,1,3,4,0,677,0,0,0,677,677,0,0,0,0,0,0,0,677,0,226,677,0,0,0,0,0,0,0,677
1206,9,1,7,1,1,5402,0,1667,400,3335,2334,3068,0,0,0,400,0,1667,2334,1000,1708,4263,0,0,0,400,0,1667,1139,2196
1207,9,7,3,1,0,1705,0,0,0,1705,1066,639,0,0,0,0,0,0,1066,639,513,1192,0,0,0,0,0,0,513,1192
1208,9,1,5,4,0,2880,0,1440,0,1440,1440,1440,0,0,0,0,0,1440,1440,0,2880,1440,0,0,0,0,0,1440,1440,0
1209,9,1,4,1,1,616,0,0,0,616,616,0,0,0,0,0,0,0,616,0,0,616,0,0,0,0,0,0,0,616
1210,9,1,4,1,1,1976,598,0,0,1378,1378,598,0,598,0,0,0,0,1378,0,395,1976,0,598,0,0,0,0,0,1378
1211,9,4,8,1,0,803,0,0,0,803,803,0,0,0,0,0,0,0,803,0,803,0,0,0,0,0,0,0,803,0
1212,9,2,12,2,1,4950,0,2475,400,2075,2475,2475,0,0,400,0,0,2475,2075,0,4550,2475,0,0,400,0,0,2475,2075,0
1213,9,3,3,2,1,1452,459,0,0,993,993,459,0,459,0,0,0,0,993,0,0,1452,0,459,0,0,0,0,0,993
1214,9,3,5,1,1,1417,0,0,0,1417,1417,0,0,0,0,0,0,0,1417,0,1417,0,0,0,0,0,0,0,1417,0
1215,9,3,12,2,1,1808,0,0,400,1408,1408,400,0,0,0,400,0,0,1408,0,1408,400,0,0,0,400,0,0,1408,0
1216,9,3,1,2,0,4908,1227,1227,0,2454,2454,2454,0,1227,0,0,0,1227,2454,0,0,4908,0,1227,0,0,0,1227,0,2454
1217,9,1,1,1,1,2210,675,0,0,1535,384,1826,0,675,0,0,0,0,384,1151,0,2210,0,675,0,0,0,0,0,1535
1218,9,4,4,1,1,1260,0,0,250,1010,606,654,0,0,0,250,0,0,606,404,0,1260,0,0,0,250,0,0,0,1010
1219,9,3,3,3,1,2251,720,0,0,1531,1711,540,180,540,0,0,0,0,1531,0,375,2251,0,720,0,0,0,0,0,1531
1220,9,1,8,2,1,1175,0,0,250,925,925,250,0,0,0,250,0,0,925,0,925,250,0,0,0,250,0,0,925,0
1221,9,3,4,4,1,2340,1170,0,0,1170,1170,1170,0,1170,0,0,0,0,1170,0,0,2340,0,1170,0,0,0,0,0,1170
1222,9,4,1,1,1,3798,824,0,400,2574,2574,1224,0,824,0,400,0,0,2574,0,3398,1224,0,824,0,400,0,0,2574,0
1223,9,2,5,1,0,567,0,0,0,567,567,0,0,0,0,0,0,0,567,0,189,567,0,0,0,0,0,0,0,567
1224,9,1,2,1,1,634,0,0,0,634,634,0,0,0,0,0,0,0,634,0,211,634,0,0,0,0,0,0,0,634
1225,5,1,3,1,1,728,0,0,0,728,728,0,0,0,0,0,0,0,728,0,546,728,0,0,0,0,0,0,0,728
1226,3,3,6,1,1,3052,325,0,400,2327,2571,481,244,81,0,400,0,0,2327,0,2652,481,244,81,0,400,0,0,2327,0
1227,9,1,5,3,1,2477,0,0,400,2077,2077,400,0,0,0,400,0,0,2077,0,2077,400,0,0,0,400,0,0,2077,0
1228,9,3,1,2,1,2059,280,336,0,1443,1695,364,0,280,0,0,252,84,1443,0,1373,2059,0,280,0,0,0,336,0,1443
1229,9,1,5,1,1,1500,0,0,0,1500,1500,0,0,0,0,0,0,0,1500,0,1500,0,0,0,0,0,0,0,1500,0
1230,9,3,8,4,0,1431,0,0,0,1431,1431,0,0,0,0,0,0,0,1431,0,659,772,0,0,0,0,0,0,659,772
1231,9,3,5,2,1,932,0,0,0,932,932,0,0,0,0,0,0,0,932,0,0,932,0,0,0,0,0,0,0,932
1232,9,1,3,1,1,3150,0,0,0,3150,3150,0,0,0,0,0,0,0,3150,0,3150,0,0,0,0,0,0,0,3150,0
1233,9,7,4,1,0,1554,0,0,0,1554,1554,0,0,0,0,0,0,0,1554,0,1554,0,0,0,0,0,0,0,1554,0
1234,9,3,8,1,1,5632,1824,0,400,3408,3408,2224,0,1824,0,400,0,0,3408,0,5232,2224,0,1824,0,400,0,0,3408,0
1235,9,4,7,4,1,2475,0,0,400,2075,2075,400,0,0,0,400,0,0,2075,0,0,2475,0,0,0,400,0,0,0,2075
1236,9,2,12,3,1,2416,672,0,400,1344,2416,0,672,0,400,0,0,0,1344,0,2016,1072,0,672,0,400,0,0,1344,0
1237,9,1,4,1,1,2419,460,0,400,1559,1551,868,460,0,0,400,0,0,1091,468,2019,400,460,0,0,400,0,0,1559,0
1238,9,3,6,1,1,832,0,0,0,832,499,333,0,0,0,0,0,0,499,333,278,554,0,0,0,0,0,0,278,554
1239,9,2,5,4,1,2898,1302,0,400,1196,2498,400,1302,0,0,400,0,0,1196,0,0,2898,0,1302,0,400,0,0,0,1196
1240,9,7,8,1,0,3240,0,1620,250,1370,1370,1870,0,0,0,250,0,1620,1370,0,2990,1870,0,0,0,250,0,1620,1370,0
1241,9,1,7,1,0,608,0,0,0,608,608,0,0,0,0,0,0,0,608,0,608,0,0,0,0,0,0,0,608,0
1242,4,4,6,3,1,766,0,0,0,766,766,0,0,0,0,0,0,0,766,0,766,0,0,0,0,0,0,0,766,0
1243,9,3,10,4,0,3538,1376,0,250,1912,1274,2263,0,1376,0,250,0,0,1274,637,1193,2844,0,1376,0,250,0,0,694,1218
1244,9,3,1,4,1,3153,651,0,0,2502,2502,651,0,651,0,0,0,0,2502,0,0,3153,0,651,0,0,0,0,0,2502
1245,9,3,5,2,1,624,0,0,0,624,624,0,0,0,0,0,0,0,624,0,0,624,0,0,0,0,0,0,0,624
1246,9,3,5,1,1,980,0,0,0,980,980,0,0,0,0,0,0,0,980,0,245,980,0,0,0,0,0,0,0,980
1247,9,1,5,2,1,2330,546,546,0,1238,1536,794,546,0,0,0,0,546,990,248,2330,546,546,0,0,0,0,546,1238,0
1248,9,3,3,2,1,1350,0,0,0,1350,1350,0,0,0,0,0,0,0,1350,0,1350,0,0,0,0,0,0,0,1350,0
1249,9,1,6,1,0,1431,0,0,0,1431,1431,0,0,0,0,0,0,0,1431,0,1431,0,0,0,0,0,0,0,1431,0
1250,9,2,6,3,1,2520,840,0,400,1280,2120,400,840,0,0,400,0,0,1280,0,2120,1240,0,840,0,400,0,0,1280,0
1251,9,3,5,1,1,1200,0,0,0,1200,1200,0,0,0,0,0,0,0,1200,0,1200,0,0,0,0,0,0,0,1200,0
1252,9,1,5,4,1,4380,0,2190,250,1940,1293,3087,0,0,0,250,0,2190,1293,647,4130,2440,0,0,0,250,0,2190,1940,0
1253,9,5,1,3,0,4361,1120,1155,0,2086,2646,1715,560,560,0,0,0,1155,2086,0,4361,1715,560,560,0,0,0,1155,2086,0
1254,9,1,3,2,1,1674,0,0,0,1674,1674,0,0,0,0,0,0,0,1674,0,1674,0,0,0,0,0,0,0,1674,0
1255,9,1,1,1,1,1361,0,0,0,1361,1361,0,0,0,0,0,0,0,1361,0,1021,1361,0,0,0,0,0,0,0,1361
1256,9,1,13,3,1,2145,0,0,400,1745,1745,400,0,0,0,400,0,0,1745,0,1745,400,0,0,0,400,0,0,1745,0
1257,9,4,10,1,1,1458,0,0,400,1058,0,1458,0,0,0,400,0,0,0,1058,384,1074,0,0,0,400,0,0,384,674
1258,5,1,1,1,1,1093,0,0,0,1093,1093,0,0,0,0,0,0,0,1093,0,0,1093,0,0,0,0,0,0,0,1093
1259,9,4,3,4,1,2240,0,0,400,1840,1840,400,0,0,0,400,0,0,1840,0,0,2240,0,0,0,400,0,0,0,1840
1260,9,1,4,3,1,2740,498,0,250,1992,2740,0,498,0,250,0,0,0,1992,0,2490,0,498,0,250,0,0,0,1992,0
1261,9,1,5,1,1,612,0,0,0,612,612,0,0,0,0,0,0,0,612,0,306,612,0,0,0,0,0,0,0,612
1262,9,3,9,4,0,2515,400,0,0,2115,2515,0,400,0,0,0,0,0,2115,0,2515,0,400,0,0,0,0,0,2115,0
1263,9,3,8,2,1,1296,0,0,0,1296,1296,0,0,0,0,0,0,0,1296,0,1296,0,0,0,0,0,0,0,1296,0
1264,9,9,8,3,1,2507,0,0,400,2107,2107,400,0,0,0,400,0,0,2107,0,421,2507,0,0,0,400,0,0,0,2107
1265,9,1,8,4,0,1390,0,0,0,1390,1390,0,0,0,0,0,0,0,1390,0,1390,0,0,0,0,0,0,0,1390,0
1266,9,2,5,1,1,536,0,0,0,536,536,0,0,0,0,0,0,0,536,0,179,536,0,0,0,0,0,0,0,536
1267,4,3,1,1,1,782,0,0,0,782,782,0,0,0,0,0,0,0,782,0,0,782,0,0,0,0,0,0,0,782
1268,9,3,2,2,1,3690,1230,0,0,2460,3690,0,1230,0,0,0,0,0,2460,0,461,3690,0,1230,0,0,0,0,0,2460
1269,4,6,13,1,1,1609,0,0,400,1209,1209,400,0,0,0,400,0,0,1209,0,0,1609,0,0,0,400,0,0,0,1209
1270,9,3,9,3,1,4160,1044,0,400,2716,2716,1444,0,1044,0,400,0,0,2716,0,3760,1444,0,1044,0,400,0,0,2716,0
1271,9,3,8,3,1,3657,752,752,650,1504,1504,2154,0,752,0,650,0,752,1504,0,3007,2154,0,752,0,650,0,752,1504,0
1272,9,3,8,4,1,2464,982,0,250,1232,1723,741,491,491,0,250,0,0,1232,0,913,1956,0,982,0,250,0,0,508,724
1273,9,7,5,1,1,2132,0,0,0,2132,0,2132,0,0,0,0,0,0,0,2132,2132,0,0,0,0,0,0,0,2132,0
1274,9,9,11,1,0,1785,0,0,0,1785,1785,0,0,0,0,0,0,0,1785,0,1785,0,0,0,0,0,0,0,1785,0
1275,9,3,10,2,1,1624,0,0,400,1224,1224,400,0,0,0,400,0,0,1224,0,0,1624,0,0,0,400,0,0,0,1224
1276,9,4,8,3,1,1932,0,0,650,1282,1282,650,0,0,0,650,0,0,1282,0,1282,650,0,0,0,650,0,0,1282,0
1277,9,3,6,3,1,6195,2065,0,400,3730,4763,1433,1033,1033,0,400,0,0,3730,0,5795,2465,0,2065,0,400,0,0,3730,0
1278,9,1,10,1,1,4110,0,0,400,3710,3710,400,0,0,0,400,0,0,3710,0,3710,400,0,0,0,400,0,0,3710,0
1279,9,3,5,4,0,1508,96,0,0,1412,0,1508,0,96,0,0,0,0,0,1412,0,1508,0,96,0,0,0,0,0,1412
1280,9,2,4,2,1,448,0,0,0,448,448,0,0,0,0,0,0,0,448,0,224,448,0,0,0,0,0,0,0,448
1281,9,3,3,1,1,3024,1008,0,0,2016,2016,1008,0,1008,0,0,0,0,2016,0,504,3024,0,1008,0,0,0,0,0,2016
1282,9,3,1,4,0,5544,1848,0,400,3296,2966,2578,0,1848,0,400,0,0,2966,330,514,5544,0,1848,0,400,0,0,0,3296
1283,9,3,7,4,0,720,0,0,0,720,720,0,0,0,0,0,0,0,720,0,180,720,0,0,0,0,0,0,0,720
1284,9,9,1,2,1,5736,1900,0,400,3436,5736,0,1900,0,400,0,0,0,3436,0,889,5736,0,1900,0,400,0,0,0,3436
1285,9,3,7,3,1,2170,693,0,0,1477,2170,0,693,0,0,0,0,0,1477,0,2170,0,693,0,0,0,0,0,1477,0
1286,9,3,5,3,0,1633,792,0,0,841,1318,315,792,0,0,0,0,0,526,315,612,1633,0,792,0,0,0,0,0,841
1287,9,4,7,3,1,5445,0,1815,400,3230,3230,2215,0,0,0,400,0,1815,3230,0,5045,2215,0,0,0,400,0,1815,3230,0
1288,9,2,6,4,0,4484,0,0,0,4484,4484,0,0,0,0,0,0,0,4484,0,1868,4484,0,0,0,0,0,0,0,4484
1289,9,3,3,1,1,3808,952,952,0,1904,1904,1904,0,952,0,0,0,952,1904,0,0,3808,0,952,0,0,0,952,0,1904
1290,9,3,10,2,0,4199,0,1266,400,2533,2533,1666,0,0,0,400,0,1266,2533,0,3799,1666,0,0,0,400,0,1266,2533,0
1291,9,5,4,3,0,2540,1240,0,0,1300,2540,0,1240,0,0,0,0,0,1300,0,317,2540,0,1240,0,0,0,0,0,1300
1292,9,2,9,4,0,3016,0,0,400,2616,0,3016,0,0,0,400,0,0,0,2616,1744,3016,0,0,0,400,0,0,0,2616
1293,9,3,2,4,0,1782,0,891,0,891,891,891,0,0,0,0,0,891,891,0,0,1782,0,0,0,0,0,891,0,891
1294,9,4,3,1,1,1260,0,0,0,1260,1260,0,0,0,0,0,0,0,1260,0,1260,0,0,0,0,0,0,0,1260,0
1295,9,1,1,1,0,962,174,0,0,788,788,174,0,174,0,0,0,0,788,0,0,962,0,174,0,0,0,0,0,788
1296,9,1,4,1,1,1634,245,0,250,1139,1322,311,184,61,0,250,0,0,1139,0,692,1634,0,245,0,250,0,0,0,1139
1297,9,1,4,1,1,1939,513,513,400,513,1026,913,513,0,0,400,0,513,513,0,1539,913,513,0,0,400,0,513,513,0
1298,9,4,4,2,1,2430,0,0,400,2030,870,1560,0,0,0,400,0,0,870,1160,0,2430,0,0,0,400,0,0,0,2030
1299,9,1,3,1,1,1936,884,0,0,1052,1936,0,884,0,0,0,0,0,1052,0,1936,0,884,0,0,0,0,0,1052,0
1300,9,2,5,1,1,1650,825,0,0,825,825,825,0,825,0,0,0,0,825,0,354,1650,0,825,0,0,0,0,0,825
1301,9,3,10,3,1,2352,1176,0,0,1176,1176,1176,0,1176,0,0,0,0,1176,0,784,2352,0,1176,0,0,0,0,0,1176
1302,9,3,7,4,0,720,0,0,0,720,720,0,0,0,0,0,0,0,720,0,288,720,0,0,0,0,0,0,0,720
1303,9,2,1,1,1,2448,816,0,400,1232,1232,1216,0,816,0,400,0,0,1232,0,0,2448,0,816,0,400,0,0,0,1232
1304,9,4,5,4,0,800,0,0,0,800,800,0,0,0,0,0,0,0,800,0,200,800,0,0,0,0,0,0,0,800
1305,9,3,8,4,0,840,0,0,0,840,840,0,0,0,0,0,0,0,840,0,840,0,0,0,0,0,0,0,840,0
1306,9,7,2,1,0,1600,0,800,0,800,400,1200,0,0,0,0,0,800,400,400,800,1600,0,0,0,0,0,800,0,800
1307,9,1,5,4,0,1500,0,0,0,1500,1250,250,0,0,0,0,0,0,1250,250,750,1500,0,0,0,0,0,0,0,1500
1308,9,3,2,3,1,2591,0,0,250,2341,2341,250,0,0,0,250,0,0,2341,0,936,2591,0,0,0,250,0,0,0,2341
1309,9,3,10,4,0,1536,0,0,0,1536,768,768,0,0,0,0,0,0,768,768,1536,0,0,0,0,0,0,0,1536,0
1310,9,1,11,2,1,8049,1748,1748,400,4153,5901,2148,1748,0,0,400,0,1748,4153,0,7649,3896,0,1748,0,400,0,1748,4153,0
1311,9,1,1,1,1,1802,546,0,0,1256,1256,546,0,546,0,0,0,0,1256,0,0,1802,0,546,0,0,0,0,0,1256
1312,9,4,1,1,1,2304,518,0,250,1536,1536,768,0,518,0,250,0,0,1536,0,0,2304,0,518,0,250,0,0,0,1536
1313,9,7,3,1,1,3378,0,1564,250,1564,1564,1814,0,0,0,250,0,1564,1564,0,3128,1814,0,0,0,250,0,1564,1564,0
1314,9,4,8,1,1,2747,0,0,400,2347,2347,400,0,0,0,400,0,0,2347,0,2347,400,0,0,0,400,0,0,2347,0
1315,4,2,5,1,1,672,0,0,0,672,560,112,0,0,0,0,0,0,560,112,672,0,0,0,0,0,0,0,672,0
1316,9,3,7,4,1,2079,715,0,650,715,1365,715,0,715,650,0,0,0,715,0,1429,1365,0,715,0,650,0,0,715,0
1317,9,2,5,4,0,2036,0,0,0,2036,1454,582,0,0,0,0,0,0,1454,582,2036,0,0,0,0,0,0,0,2036,0
1318,9,2,1,4,0,3000,0,0,0,3000,1875,1125,0,0,0,0,0,0,1875,1125,0,3000,0,0,0,0,0,0,0,3000
1319,9,3,5,4,0,2044,0,0,400,1644,1644,400,0,0,0,400,0,0,1644,0,1644,400,0,0,0,400,0,0,1644,0
1320,9,2,1,2,1,4569,1443,120,0,3006,4088,481,1082,361,0,0,0,120,3006,0,2117,3176,0,1443,0,0,0,120,1393,1613
1321,3,9,2,3,1,6589,0,0,650,5939,3959,2630,0,0,0,650,0,0,3959,1980,2111,4478,0,0,0,650,0,0,2111,3828
1322,9,3,1,4,1,5400,1350,1350,0,2700,2100,3300,0,1350,0,0,0,1350,2100,600,0,5400,0,1350,0,0,0,1350,0,2700
1323,9,1,2,1,1,2142,714,0,0,1428,952,1190,0,714,0,0,0,0,952,476,0,2142,0,714,0,0,0,0,0,1428
1324,4,2,6,3,1,1463,0,0,0,1463,1463,0,0,0,0,0,0,0,1463,0,0,1463,0,0,0,0,0,0,0,1463
1325,9,1,4,1,1,7480,0,3740,400,3340,3340,4140,0,0,0,400,0,3740,3340,0,7080,4140,0,0,0,400,0,3740,3340,0
1326,9,2,3,3,1,912,0,0,0,912,0,912,0,0,0,0,0,0,0,912,0,912,0,0,0,0,0,0,0,912
1327,9,3,1,1,1,2520,1260,0,0,1260,1260,1260,0,1260,0,0,0,0,1260,0,2520,1260,0,1260,0,0,0,0,1260,0
1328,9,3,6,1,1,452,0,0,0,452,452,0,0,0,0,0,0,0,452,0,0,452,0,0,0,0,0,0,0,452
1329,9,1,6,2,1,1537,0,0,400,1137,1137,400,0,0,0,400,0,0,1137,0,1137,400,0,0,0,400,0,0,1137,0
1330,9,1,4,1,1,2072,0,0,0,2072,2072,0,0,0,0,0,0,0,2072,0,2072,0,0,0,0,0,0,0,2072,0
1331,9,1,9,1,1,1162,0,345,400,417,417,745,0,0,0,400,0,345,417,0,229,1037,0,0,0,400,0,345,125,292
1332,9,3,1,3,1,1827,492,0,0,1335,1335,492,0,492,0,0,0,0,1335,0,305,1827,0,492,0,0,0,0,0,1335
1333,9,4,5,4,0,2500,0,0,0,2500,2500,0,0,0,0,0,0,0,2500,0,0,2500,0,0,0,0,0,0,0,2500
1334,9,3,5,1,1,1400,0,0,0,1400,1400,0,0,0,0,0,0,0,1400,0,0,1400,0,0,0,0,0,0,0,1400
1335,9,1,5,3,0,7488,1872,1872,400,3344,3344,4144,0,1872,0,400,0,1872,3344,0,7088,4144,0,1872,0,400,0,1872,3344,0
1336,1,3,4,4,1,1378,0,0,0,1378,1378,0,0,0,0,0,0,0,1378,0,230,1378,0,0,0,0,0,0,0,1378
1337,9,3,9,1,1,5544,2772,0,400,2372,1977,3567,0,2772,0,400,0,0,1977,395,5144,3172,0,2772,0,400,0,0,2372,0
1338,9,3,7,1,1,1224,0,0,0,1224,1224,0,0,0,0,0,0,0,1224,0,1224,0,0,0,0,0,0,0,1224,0
1339,9,1,3,2,0,712,0,0,0,712,712,0,0,0,0,0,0,0,712,0,178,712,0,0,0,0,0,0,0,712
1340,9,3,8,4,0,5483,2542,0,400,2542,5483,0,2542,0,400,0,0,0,2542,0,5083,400,2542,0,0,400,0,0,2542,0
1341,9,3,5,3,1,2583,0,861,0,1722,1722,861,0,0,0,0,0,861,1722,0,2583,861,0,0,0,0,0,861,1722,0
1342,9,1,5,3,0,2490,0,0,400,2090,2090,400,0,0,0,400,0,0,2090,0,663,1827,0,0,0,400,0,0,663,1427
1343,9,3,13,4,1,7236,3618,0,400,3218,6836,400,3618,0,0,400,0,0,3218,0,6836,400,3618,0,0,400,0,0,3218,0
1344,9,6,4,4,0,2016,1008,0,0,1008,1008,1008,0,1008,0,0,0,0,1008,0,2016,1008,0,1008,0,0,0,0,1008,0
1345,9,4,6,1,1,282,0,0,0,282,282,0,0,0,0,0,0,0,282,0,0,282,0,0,0,0,0,0,0,282
1346,9,1,4,4,0,2504,0,0,0,2504,2504,0,0,0,0,0,0,0,2504,0,2504,0,0,0,0,0,0,0,2504,0
1347,9,3,12,1,1,601,0,0,0,601,601,0,0,0,0,0,0,0,601,0,200,601,0,0,0,0,0,0,0,601
1348,4,2,7,1,0,910,0,0,0,910,910,0,0,0,0,0,0,0,910,0,910,0,0,0,0,0,0,0,910,0
1349,9,3,3,2,1,5436,1568,1150,400,2318,3886,1550,1568,0,0,400,0,1150,2318,0,5036,1550,1568,0,0,400,0,1150,2318,0
1350,9,1,9,1,1,1398,0,299,400,699,699,699,0,0,0,400,0,299,699,0,0,1398,0,0,0,400,0,299,0,699
1351,9,3,1,2,1,4368,1092,1092,0,2184,2184,2184,0,1092,0,0,0,1092,2184,0,1456,4368,0,1092,0,0,0,1092,0,2184
1352,9,4,2,2,1,2295,0,0,0,2295,1785,510,0,0,0,0,0,0,1785,510,0,2295,0,0,0,0,0,0,0,2295
1353,9,1,5,4,1,1372,0,0,0,1372,1372,0,0,0,0,0,0,0,1372,0,1372,0,0,0,0,0,0,0,1372,0
1354,9,3,5,4,1,3552,888,0,0,2664,3552,0,888,0,0,0,0,0,2664,0,982,2815,0,888,0,0,0,0,737,1927
1355,9,1,2,3,1,1884,896,0,0,988,1884,0,896,0,0,0,0,0,988,0,1884,0,896,0,0,0,0,0,988,0
1356,9,4,4,1,1,6676,0,0,650,6026,4018,2659,0,0,0,650,0,0,4018,2009,6026,650,0,0,0,650,0,0,6026,0
1357,9,1,8,3,0,9059,1734,1734,400,5191,5191,3868,0,1734,0,400,0,1734,5191,0,8659,3868,0,1734,0,400,0,1734,5191,0
1358,9,9,4,2,1,1260,0,420,0,840,840,420,0,0,0,0,0,420,840,0,1260,420,0,0,0,0,0,420,840,0
1359,9,4,9,2,1,1236,0,0,0,1236,1236,0,0,0,0,0,0,0,1236,0,1236,0,0,0,0,0,0,0,1236,0
1360,9,3,10,2,1,2704,0,0,400,2304,2304,400,0,0,0,400,0,0,2304,0,2304,400,0,0,0,400,0,0,2304,0
1361,9,1,5,1,1,989,0,0,400,589,368,621,0,0,0,400,0,0,368,221,220,769,0,0,0,400,0,0,220,369
1362,9,3,2,1,1,2472,528,648,0,1296,1296,1176,0,528,0,0,0,648,1296,0,412,2472,0,528,0,0,0,648,0,1296
1363,9,3,2,4,1,1350,675,0,0,675,1350,0,675,0,0,0,0,0,675,0,225,1350,0,675,0,0,0,0,0,675
1364,9,1,5,3,1,2003,0,0,0,2003,2003,0,0,0,0,0,0,0,2003,0,2003,0,0,0,0,0,0,0,2003,0
1365,9,1,7,3,1,2880,0,468,400,2012,2012,868,0,0,0,400,0,468,2012,0,2480,868,0,0,0,400,0,468,2012,0
1366,9,4,4,3,1,2396,0,528,400,1468,1468,928,0,0,0,400,0,528,1468,0,0,2396,0,0,0,400,0,528,0,1468
1367,9,2,1,1,1,3312,1350,0,0,1962,2484,828,1013,338,0,0,0,0,1472,491,414,3312,0,1350,0,0,0,0,0,1962
1368,9,1,10,3,1,3078,1026,1026,0,1026,1796,1283,770,257,0,0,0,1026,1026,0,3078,2052,0,1026,0,0,0,1026,1026,0
1369,9,1,4,1,1,821,0,0,0,821,821,0,0,0,0,0,0,0,821,0,0,821,0,0,0,0,0,0,0,821
1370,9,4,3,1,1,1600,0,0,0,1600,1600,0,0,0,0,0,0,0,1600,0,1600,0,0,0,0,0,0,0,1600,0
1371,9,3,7,2,1,1768,634,0,250,884,1518,250,634,0,0,250,0,0,884,0,1518,250,634,0,0,250,0,0,884,0
1372,9,3,1,1,1,2184,858,418,0,908,1755,429,429,429,0,0,418,0,908,0,546,2184,0,858,0,0,0,418,0,908
1373,9,2,5,2,1,2652,270,0,250,2132,2402,250,270,0,0,250,0,0,2132,0,2402,250,270,0,0,250,0,0,2132,0
1374,9,2,5,2,1,1946,0,0,400,1546,1546,400,0,0,0,400,0,0,1546,0,1546,400,0,0,0,400,0,0,1546,0
1375,9,3,1,3,1,667,0,0,0,667,400,267,0,0,0,0,0,0,400,267,667,0,0,0,0,0,0,0,667,0
1376,9,3,8,4,1,6258,1876,0,400,3982,5858,400,1876,0,0,400,0,0,3982,0,2698,2548,1876,0,0,400,0,0,1834,2148
1377,9,3,1,3,0,4032,1008,1008,0,2016,2016,2016,0,1008,0,0,0,1008,2016,0,1344,4032,0,1008,0,0,0,1008,0,2016
1378,9,1,1,1,1,1787,544,0,0,1243,1476,311,544,0,0,0,0,0,932,311,0,1787,0,544,0,0,0,0,0,1243
1379,9,1,3,1,1,2030,1015,0,0,1015,2030,0,1015,0,0,0,0,0,1015,0,2030,0,1015,0,0,0,0,0,1015,0
1380,9,3,8,4,0,884,0,0,0,884,884,0,0,0,0,0,0,0,884,0,884,0,0,0,0,0,0,0,884,0
1381,9,3,5,2,1,938,0,0,0,938,938,0,0,0,0,0,0,0,938,0,0,938,0,0,0,0,0,0,0,938
1382,4,3,1,2,1,1804,361,0,0,1443,1443,361,0,361,0,0,0,0,1443,0,722,1804,0,361,0,0,0,0,0,1443
1383,9,1,7,3,0,2450,900,0,650,900,900,1550,0,900,0,650,0,0,900,0,1800,1550,0,900,0,650,0,0,900,0
1384,9,4,1,1,1,1173,0,0,0,1173,1173,0,0,0,0,0,0,0,1173,0,1173,0,0,0,0,0,0,0,1173,0
1385,9,7,4,3,1,1472,0,0,250,1222,1222,250,0,0,0,250,0,0,1222,0,1222,250,0,0,0,250,0,0,1222,0
1386,9,1,9,1,1,1740,0,870,0,870,870,870,0,0,0,0,0,870,870,0,1740,870,0,0,0,0,0,870,870,0
1387,9,3,3,1,1,420,0,0,0,420,0,420,0,0,0,0,0,0,0,420,0,420,0,0,0,0,0,0,0,420
1388,9,2,1,1,1,700,0,0,0,700,700,0,0,0,0,0,0,0,700,0,233,700,0,0,0,0,0,0,0,700
1389,9,1,3,1,1,4409,3750,0,0,659,329,4079,0,3750,0,0,0,0,329,329,2204,4409,0,3750,0,0,0,0,0,659
1390,9,3,2,1,1,3685,896,896,0,1893,2789,896,896,0,0,0,0,896,1893,0,921,3685,0,896,0,0,0,896,0,1893
