DOEID,LRGSTATE,TYPEHUQ,HD65,CD65,KWH,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT,HBUSNESS,OTHWORK,ATHOME,HHSEX,HHAGE,EMPLOYHH,SPOUSE,SDESCENT,NHSLDMEM,WORKPAY,RETIREPY,CASHBEN,NCASHBEN,MONEYPY,AVGAGEHH,BTUELCDR,BTUELDWH,BTUELFZZ,BTUELRFG,BTUELCOL,BTUELWTH,BTUELSPH,BTUELAPL,BTUNGAPL,BTUNGWTH,BTUNGSPH,CUFEETNG,AGEHHMEM1,AGEHHMEMY
784,0,2,7255,462,15274,2,8,3,0,3657,814,814,400,1629,2443,1214,814,0,0,400,0,814,1629,0,0,3657,0,814,0,400,0,814,0,1629,0,0,0,2,58,1,1,0,4,1,0,0,0,24,35,7303,668,5798,10185,0,0,0,41930,7359,9065,6772,149,58,15
785,2,5,593,1593,2066,2,5,1,1,874,0,0,0,874,0,874,0,0,0,0,0,0,0,874,874,0,0,0,0,0,0,0,874,0,0,0,0,2,33,2,0,1,1,1,0,0,0,10,33,0,0,0,1148,1659,0,0,4242,1081,2055,568,36,33,45
786,0,2,5776,948,20170,1,1,3,1,3827,860,0,0,2967,2967,860,0,860,0,0,0,0,2967,0,3827,860,0,860,0,0,0,0,2967,0,0,0,0,1,53,2,1,0,2,1,0,0,0,22,50,5282,882,6039,8597,12132,11511,0,36580,0,0,86642,842,53,47
787,3,2,2020,2616,20919,1,8,2,0,3650,0,1825,400,1425,1425,2225,0,0,0,400,0,1825,1425,0,3250,2225,0,0,0,400,0,1825,1425,0,0,0,1,1,45,2,1,0,3,1,1,0,0,9,33.3333333333333,3798,0,4342,3718,20262,14357,6724,26315,7698,17569,3291,136,45,12
788,0,2,7629,702,24904,3,9,3,1,4368,2184,0,400,1784,3913,455,2129,55,0,400,0,0,1784,0,3968,2584,0,2184,0,400,0,0,1784,0,0,0,1,2,50,2,1,0,3,1,0,0,0,18,40.3333333333333,5510,920,0,11330,10600,0,3748,59294,0,14952,34337,479,50,22
789,0,2,4253,357,10410,1,9,3,1,5354,2343,0,400,2611,4954,400,2343,0,0,400,0,0,2611,0,4954,400,2343,0,0,400,0,0,2611,0,0,0,0,1,55,2,1,0,3,1,0,0,0,14,40.3333333333333,5164,472,3234,7837,1260,0,0,26422,0,34589,36515,691,55,17
790,3,2,2432,2059,11947,1,3,1,1,2000,875,0,250,875,875,1125,0,875,0,250,0,0,875,0,1750,1125,0,875,0,250,0,0,875,0,0,0,1,1,76,1,1,0,2,0,1,0,0,11,76,4072,680,4655,5880,14555,0,0,20327,0,22620,24645,459,76,76
791,0,2,4897,1520,5542,3,3,2,1,1476,0,0,250,1226,1226,250,0,0,0,250,0,0,1226,0,1226,250,0,0,0,250,0,0,1226,0,0,0,0,1,27,2,0,0,1,1,0,0,0,9,27,2051,0,0,875,3248,3161,5480,6145,5075,3205,5706,278,27,5
792,0,2,6448,234,10247,4,6,4,1,1800,0,0,0,1800,1800,0,0,0,0,0,0,0,1800,0,0,1800,0,0,0,0,0,0,0,1800,0,0,0,1,35,2,0,0,5,1,1,1,0,9,15.6,0,0,0,5331,0,0,0,29633,9193,30303,61963,986,35,2
793,0,2,3084,1425,13992,1,3,1,1,2172,1036,0,250,886,1922,250,1036,0,0,250,0,0,886,0,1922,1286,0,1036,0,250,0,0,886,0,0,0,0,2,45,2,1,0,2,0,0,0,0,11,42.5,4393,734,6368,4301,11732,0,0,31708,5967,24507,42997,714,45,40
794,0,4,4846,1536,4400,2,1,2,1,925,0,0,0,925,925,0,0,0,0,0,0,0,925,0,185,925,0,0,0,0,0,0,0,925,0,0,0,2,24,2,1,1,3,1,0,1,1,5,10,0,0,0,2116,3401,5445,0,4051,3353,0,28122,306,24,2
795,0,2,6424,286,9709,2,5,4,0,1714,0,0,0,1714,1714,0,0,0,0,0,0,0,1714,0,245,1714,0,0,0,0,0,0,0,1714,0,0,1,1,42,1,1,0,8,1,0,0,0,7,16.75,6134,561,3841,2521,352,0,2181,28073,4083,17192,254,184,42,3
796,0,1,4452,1466,10265,3,8,4,0,812,0,0,0,812,812,0,0,0,0,0,0,0,812,0,812,812,0,0,0,0,0,0,0,812,0,0,0,2,43,2,0,0,1,1,0,0,0,4,43,3190,0,3647,3123,2537,4916,7356,17093,2377,12778,1632,61,43,28
797,1,4,6318,1005,5460,9,1,2,1,912,0,0,0,912,912,0,0,0,0,0,0,0,912,0,456,912,0,0,0,0,0,0,0,912,0,0,1,2,34,2,1,0,3,1,0,0,0,19,23,3147,0,0,1343,3769,0,0,13518,0,35140,119107,1499,34,1
798,0,2,5707,1092,6388,1,2,2,1,2511,837,0,250,1424,2261,250,837,0,0,250,0,0,1424,0,904,2511,0,837,0,250,0,0,0,1424,0,1,1,1,30,1,1,0,4,1,0,0,0,6,17.5,0,531,0,4924,2842,0,0,14030,9333,17948,38678,641,30,3
799,0,2,3615,1725,27048,3,10,4,0,1755,0,0,0,1755,1755,0,0,0,0,0,0,0,1755,0,1755,0,0,0,0,0,0,0,1755,0,0,0,1,2,79,1,0,0,1,0,1,0,0,6,79,9336,1559,0,7574,16697,9970,24282,33765,8973,12661,9477,354,79,23
800,1,4,4558,1712,3456,1,3,1,1,1100,0,0,0,1100,1100,0,0,0,0,0,0,0,1100,0,440,1100,0,0,0,0,0,0,0,1100,0,0,0,2,36,2,1,1,3,1,0,0,0,12,28.3333333333333,0,0,0,1499,2506,0,0,7787,7513,14287,81372,1003,36,5
801,0,5,5240,920,12846,3,5,1,1,1093,0,0,0,1093,1093,0,0,0,0,0,0,0,1093,0,1093,0,0,0,0,0,0,0,1093,0,1,0,1,1,34,0,1,0,5,1,0,0,0,7,17.4,6545,599,0,3993,6445,0,0,33393,0,30290,27231,559,34,3
802,0,3,4424,1383,1528,6,2,1,1,1754,256,0,250,1248,1440,314,192,64,0,250,0,0,1248,0,251,1754,0,256,0,250,0,0,0,1248,0,0,1,2,82,1,0,0,1,0,1,0,0,7,82,0,0,0,2249,835,0,0,2130,9098,14341,68539,894,82,3
803,0,2,5337,829,8265,3,5,1,0,925,0,0,0,925,694,231,0,0,0,0,0,0,694,231,231,925,0,0,0,0,0,0,0,925,0,0,0,1,24,1,0,0,1,1,0,0,0,6,24,2834,0,0,2775,2264,4367,6945,11849,2662,15599,1226,251,24,39
804,0,2,6944,205,5948,1,1,1,1,2190,570,0,0,1620,2190,0,570,0,0,0,0,0,1620,0,0,2190,0,570,0,0,0,0,0,1620,0,0,1,2,76,1,1,0,2,0,1,0,0,15,74,2745,458,3138,3964,0,0,0,16331,0,25996,107260,1295,76,72
805,0,5,6718,748,6185,1,7,2,0,394,0,0,0,394,394,0,0,0,0,0,0,0,394,0,0,394,0,0,0,0,0,0,0,394,0,0,0,2,32,2,1,0,2,1,0,0,0,7,30.5,0,0,0,3487,0,8312,0,9304,7556,8733,7903,9,32,29
806,0,2,4563,1275,28361,3,5,4,0,3620,0,1810,0,1810,3620,0,0,0,0,0,1810,0,1810,0,1350,1135,0,0,0,0,1810,0,675,1135,0,0,0,1,45,2,1,0,2,1,0,0,0,18,43.5,6237,0,7131,2661,8313,13594,18012,54188,8072,17286,835,327,45,42
807,0,2,2039,2439,13338,3,2,4,1,1242,0,0,0,1242,1242,0,0,0,0,0,0,0,1242,0,1242,0,0,0,0,0,0,0,1242,0,0,0,1,2,77,1,1,0,2,0,1,0,0,6,73.5,3300,0,4784,5115,13101,6545,3062,17686,8223,4272,6374,81,77,70
808,0,5,5679,769,21418,1,5,2,1,881,0,0,0,881,661,220,0,0,0,0,0,0,661,220,441,881,0,0,0,0,0,0,0,881,0,0,0,2,45,1,0,0,2,1,0,1,1,1,27.5,0,0,0,6694,7526,15955,18293,24610,9411,9793,8032,35,45,10
809,2,2,1884,1619,5885,2,8,3,1,3058,0,0,400,2658,2658,400,0,0,0,400,0,0,2658,0,2658,400,0,0,0,400,0,0,2658,0,0,0,0,1,60,2,0,0,1,1,0,0,0,8,60,2405,402,0,3990,2689,0,5333,8068,6153,30891,0,360,60,37
810,1,5,4905,1352,5077,1,5,1,1,599,0,0,0,599,599,0,0,0,0,0,0,0,599,0,300,599,0,0,0,0,0,0,0,599,0,0,0,1,23,2,0,1,3,1,0,0,0,5,26.6666666666667,0,0,0,2710,3190,0,6250,5173,5958,11329,0,168,23,15
811,0,2,6728,689,8477,3,5,3,0,3042,896,625,400,1121,841,2201,0,896,0,400,0,625,841,280,661,3042,0,896,0,400,0,625,0,1121,0,0,0,2,45,2,1,0,4,1,0,0,0,24,33.75,1613,472,0,5052,1744,0,0,22128,9096,1423,3231,55,45,21
812,0,5,5344,1276,4767,1,5,1,1,858,0,0,0,858,858,0,0,0,0,0,0,0,858,0,429,858,0,0,0,0,0,0,0,858,0,0,0,1,59,2,0,1,1,0,1,0,0,7,59,0,0,0,2123,1781,3182,5221,3958,5896,14505,5168,255,59,17
813,0,2,664,4353,21744,4,5,1,0,2130,0,0,400,1730,1730,400,0,0,0,400,0,0,1730,0,1730,400,0,0,0,400,0,0,1730,0,0,0,0,1,41,2,1,0,2,1,0,0,0,9,45,4048,676,0,7237,36555,0,2348,28051,6524,5712,4422,212,41,49
814,0,3,4374,1577,5153,1,4,1,1,2552,784,0,0,1768,1768,784,0,784,0,0,0,0,1768,0,851,2552,0,784,0,0,0,0,0,1768,0,0,1,1,42,2,0,1,3,0,0,0,0,7,27.6666666666667,0,0,0,1759,4692,0,0,11131,6198,15251,46901,664,42,22
815,0,2,3118,2241,6470,3,5,4,0,1671,0,0,0,1671,1671,0,0,0,0,0,0,0,1671,0,557,1671,0,0,0,0,0,0,0,1671,0,0,1,1,35,1,1,0,5,1,0,0,0,7,16.8,4152,0,0,6301,4051,0,0,11725,3537,4750,6050,357,35,3
816,0,2,5719,1116,5325,3,1,4,0,3458,1170,0,250,2038,1456,2002,0,1170,0,250,0,0,1456,582,458,3458,0,1170,0,250,0,0,0,2038,0,0,1,1,87,1,0,0,1,0,1,0,0,4,87,2598,0,2970,2543,671,2774,1579,10602,6411,12129,9624,277,87,39
817,0,2,3021,2195,17504,5,7,1,1,3741,0,891,400,2450,2450,1291,0,0,0,400,0,891,2450,0,3341,1291,0,0,0,400,0,891,2450,0,0,0,0,2,50,2,1,0,3,1,0,0,0,24,39.3333333333333,8138,744,0,3223,18895,0,1948,35658,0,45424,45643,885,50,16
818,0,1,2155,2281,22004,3,8,1,0,1272,0,0,0,1272,0,1272,0,0,0,0,0,0,0,1272,525,747,0,0,0,0,0,0,525,747,0,0,0,1,46,2,0,0,3,1,0,0,0,7,24.6666666666667,4746,0,0,4647,25604,12669,3138,29020,4749,8813,5881,225,46,11
819,0,2,4719,1530,10822,5,1,3,1,4655,931,931,0,2793,4655,0,931,0,0,0,931,0,2793,0,4655,0,931,0,0,0,931,0,2793,0,0,1,0,1,26,2,1,0,2,1,0,0,0,21,26,0,560,0,4687,13712,0,0,18527,10753,20716,47435,767,26,26
820,0,2,5241,1089,10520,4,5,4,1,3310,0,1044,400,1866,1866,1444,0,0,0,400,0,1044,1866,0,2910,1444,0,0,0,400,0,1044,1866,0,1,0,0,2,57,0,1,0,2,1,0,0,0,22,56.5,2864,478,3274,1283,7601,6241,0,20769,4237,12527,4650,226,57,56
821,0,2,4191,242,11300,2,7,2,1,3240,680,0,400,2160,2600,640,680,0,0,400,0,0,1920,240,0,3240,0,680,0,400,0,0,0,2160,0,0,1,2,77,1,1,0,3,0,1,0,0,7,68.6666666666667,5305,886,0,8548,0,0,2716,27292,0,32716,47340,778,77,62
822,0,5,5205,857,8962,1,4,3,1,1206,0,0,0,1206,1206,0,0,0,0,0,0,0,1206,0,1206,0,0,0,0,0,0,0,1206,0,0,0,1,1,58,1,1,0,4,1,1,0,0,22,39.75,0,551,3772,3230,8759,0,0,18590,9086,22394,0,306,58,11
823,1,2,5694,834,8008,3,6,4,0,2435,780,0,0,1655,1655,780,0,780,0,0,0,0,1655,0,487,2435,0,780,0,0,0,0,0,1655,0,0,0,2,33,2,0,1,3,1,0,0,0,17,31,4564,762,0,4173,2786,0,0,20364,1720,10036,9746,182,33,30
824,0,2,6837,993,24070,3,13,3,1,6697,2627,0,650,3420,4955,1742,2561,66,0,650,0,0,2394,1026,711,4324,1970,657,0,650,0,0,402,3018,0,0,0,2,31,2,1,0,2,1,0,0,0,24,28,0,1092,0,8236,4340,0,0,69551,22348,20264,48197,883,31,25
825,0,2,5913,894,15010,3,13,2,0,8640,2160,2160,650,3670,3670,4970,0,2160,0,650,0,2160,3670,0,7990,4970,0,2160,0,650,0,2160,3670,0,0,0,0,1,44,2,1,0,3,1,0,0,0,10,36.6666666666667,9331,854,0,2180,12846,0,0,36187,8267,2764,3874,71,44,17
826,0,2,6640,891,11881,3,4,1,1,3024,1248,0,400,1376,2312,712,936,312,0,400,0,0,1376,0,1061,1531,936,312,0,400,0,0,557,819,1,0,1,1,28,0,1,0,4,1,0,0,0,13,15.25,3302,551,3775,10295,2986,0,0,27257,0,29616,55688,829,28,1
827,4,2,801,3180,13310,7,5,1,1,2268,0,0,400,1868,1868,400,0,0,0,400,0,0,1868,0,1868,400,0,0,0,400,0,0,1868,0,0,0,1,1,76,1,0,0,1,0,1,0,0,10,76,2567,751,0,8017,19324,0,2683,15390,1579,15708,0,168,76,15
828,0,3,5844,1053,5800,3,4,3,1,2030,0,0,400,1630,1630,400,0,0,0,400,0,0,1630,0,1630,400,0,0,0,400,0,0,1630,0,0,0,1,1,63,1,0,0,1,0,1,0,0,14,63,3712,620,0,3634,3357,0,0,12799,0,26540,100850,1238,63,10
829,0,2,3453,1967,12750,3,12,1,0,2640,0,1320,250,1070,1070,1570,0,0,0,250,0,1320,1070,0,2390,1570,0,0,0,250,0,1320,1070,0,0,0,0,1,39,1,0,0,1,1,0,0,0,10,39,3438,574,0,2929,11865,5298,7477,15934,8822,18087,7622,287,39,45
830,0,4,5142,920,3013,1,5,1,1,858,0,0,0,858,858,0,0,0,0,0,0,0,858,0,0,858,0,0,0,0,0,0,0,858,0,0,1,1,42,0,0,1,2,1,0,0,1,6,27,0,0,0,2088,0,4978,0,3213,0,0,65746,639,42,12
831,0,2,5051,1404,22073,2,9,2,1,2428,0,0,400,2028,2090,338,0,0,400,0,0,0,1690,338,2028,0,0,0,400,0,0,0,2028,0,0,0,1,2,68,2,1,0,3,1,1,0,0,17,59.6666666666667,5042,842,5765,12425,9667,0,2803,50418,0,20199,39792,583,68,46
832,0,2,6246,963,21953,5,2,1,1,4060,988,988,0,2084,2084,1976,0,988,0,0,0,988,2084,0,2320,4060,0,988,0,0,0,988,0,2084,0,0,1,1,41,2,1,1,6,1,0,0,1,5,25.6666666666667,2675,0,0,3992,10697,25047,7340,27828,5134,0,42574,464,41,7
833,3,1,874,3672,11104,3,4,4,0,1000,0,0,0,1000,667,333,0,0,0,0,0,0,667,333,167,1000,0,0,0,0,0,0,0,1000,0,0,1,2,47,2,1,1,2,1,0,0,0,5,47,0,0,0,5566,12451,7310,3338,9221,5736,3830,4559,296,47,47
834,3,2,1410,2860,17828,1,7,1,0,2400,0,0,400,2000,1714,686,0,0,0,400,0,0,1714,286,774,1626,0,0,0,400,0,0,774,1226,0,0,1,2,45,1,0,1,1,0,0,0,0,6,45,4291,717,4906,3259,15840,6613,6721,28396,8603,1257,9690,47,45,47
835,0,2,6088,1037,12503,3,5,4,1,2665,0,0,400,2265,2265,400,0,0,0,400,0,0,2265,0,2265,400,0,0,0,400,0,0,2265,0,0,0,0,2,58,2,1,0,2,1,0,0,0,23,57,3309,553,3783,3178,6539,10214,0,22729,0,0,60664,590,58,56
836,0,5,3752,1913,15683,1,4,1,1,480,0,0,0,480,480,0,0,0,0,0,0,0,480,0,480,0,0,0,0,0,0,0,480,0,0,0,0,1,21,2,1,0,2,1,0,0,0,10,21,0,676,5871,1728,7545,12499,8054,23684,6975,9008,8548,228,21,21
837,3,2,1970,2736,10396,1,7,1,1,4982,0,2491,400,2091,2091,2891,0,0,0,400,0,2491,2091,0,4582,2891,0,0,0,400,0,2491,2091,0,0,0,0,1,49,2,1,1,3,1,1,0,0,22,41,4669,427,0,2503,16012,0,0,16956,0,21461,11261,318,49,15
838,0,2,5840,1325,13461,2,2,1,1,1820,910,0,0,910,910,910,0,910,0,0,0,0,910,0,1820,910,0,910,0,0,0,0,910,0,0,0,0,2,69,1,1,0,3,1,1,0,0,10,47.6666666666667,0,0,5196,4364,10467,0,0,31098,10659,17451,49374,753,69,26
839,0,2,4099,1671,17227,3,10,4,0,1680,0,0,0,1680,1680,0,0,0,0,0,0,0,1680,0,1680,0,0,0,0,0,0,0,1680,0,0,0,0,2,35,2,1,0,4,1,0,0,0,10,18.25,3522,588,0,5733,10176,10409,9665,22796,6600,11423,9392,128,35,3
840,0,2,4545,1615,20281,3,6,4,1,2700,0,0,0,2700,2700,0,0,0,0,0,0,0,2700,0,2700,0,0,0,0,0,0,0,2700,0,0,0,1,1,42,0,1,0,6,1,0,0,0,18,27,5429,497,3400,1268,11610,15896,10281,30144,7028,6634,8123,234,42,3
841,0,2,7551,717,13178,3,10,3,1,3688,1013,0,650,2025,2532,1156,506,506,0,650,0,0,2025,0,3038,1663,0,1013,0,650,0,0,2025,0,0,0,1,1,44,1,1,0,5,1,0,0,0,23,21,2770,810,5547,2174,6863,0,0,35926,0,25945,48452,723,44,5
842,2,5,909,1275,4298,2,5,1,1,1197,0,0,0,1197,399,798,0,0,0,0,0,0,399,798,399,1197,0,0,0,0,0,0,0,1197,0,0,0,2,46,2,0,0,2,1,0,0,0,23,40.5,0,481,0,2821,1461,0,2706,7677,359,11245,7039,249,46,35
843,0,3,5448,1342,8696,1,1,1,1,3060,765,0,0,2295,2295,765,0,765,0,0,0,0,2295,0,874,3060,0,765,0,0,0,0,0,2295,0,0,0,1,52,2,1,0,2,1,0,0,0,13,55.5,2763,809,0,7780,4030,0,0,17861,2536,12432,56548,695,52,59
844,0,1,768,4331,8948,3,5,4,0,952,0,0,0,952,0,952,0,0,0,0,0,0,0,952,714,952,0,0,0,0,0,0,0,952,0,0,0,1,18,1,1,1,3,1,0,0,1,6,14.3333333333333,0,0,0,2739,21081,0,0,6710,2311,6099,6058,124,18,1
845,0,2,4904,1325,18097,2,1,1,1,2736,912,0,0,1824,2736,0,912,0,0,0,0,0,1824,0,912,2736,0,912,0,0,0,0,0,1824,0,0,1,1,35,2,0,0,3,1,0,0,1,5,17,5667,0,0,5548,9580,14273,0,32346,8663,1967,1842,335,35,4
846,4,1,482,3005,11212,3,5,2,0,1188,0,0,0,1188,1188,0,0,0,0,0,0,0,1188,0,499,689,0,0,0,0,0,0,499,689,0,0,1,2,80,1,1,0,2,0,1,0,0,8,78.5,3751,627,0,1681,12670,7440,2968,13496,175,8588,2616,121,80,77
847,2,2,1955,1863,5083,1,1,1,1,1147,72,0,0,1075,430,717,0,72,0,0,0,0,430,645,0,1147,0,72,0,0,0,0,0,1075,0,0,1,1,41,2,0,0,2,0,0,1,0,5,23.5,0,0,0,2925,0,0,0,14418,15144,24440,30800,684,41,6
848,0,2,5516,1049,4721,3,5,3,1,5322,1774,1774,400,1374,1374,3948,0,1774,0,400,0,1774,1374,0,4922,3948,0,1774,0,400,0,1774,1374,0,0,0,0,1,55,1,0,0,1,0,1,0,0,5,55,0,413,0,3572,5383,0,0,7153,9618,15162,63508,858,55,18
849,0,2,6987,548,7688,3,1,1,1,3432,858,858,0,1716,1716,1716,0,858,0,0,0,858,1716,0,858,3432,0,858,0,0,0,858,0,1716,0,0,0,1,34,2,1,1,3,1,0,0,0,23,28.6666666666667,0,564,0,3306,3400,0,0,19525,10655,20507,68948,973,34,13
850,0,2,4288,1487,13915,3,6,4,0,864,0,0,0,864,864,0,0,0,0,0,0,0,864,0,432,864,0,0,0,0,0,0,0,864,0,0,0,2,32,0,0,0,1,1,0,0,1,6,32,5139,0,0,4699,5362,7920,11716,17781,2628,17880,3792,202,32,18
851,0,4,3650,1636,8977,3,11,2,0,663,0,0,0,663,663,0,0,0,0,0,0,0,663,0,663,0,0,0,0,0,0,0,663,0,0,0,1,2,29,0,0,0,1,1,1,0,0,4,29,0,0,0,3559,3634,6761,8961,7714,5415,7271,3103,148,29,5
852,0,2,4504,1660,8310,2,1,1,1,3271,875,0,0,2396,2472,799,875,0,0,0,0,0,1597,799,1515,1286,875,0,0,0,0,0,1110,1286,0,0,0,2,33,2,1,0,2,1,0,0,0,24,32,2355,393,0,3356,5635,0,3168,16195,8053,39487,71824,1160,33,31
853,2,2,1149,369,4496,4,2,1,1,2156,0,0,400,1756,293,1863,0,0,0,400,0,0,293,1463,0,2156,0,0,0,400,0,0,0,1756,0,0,0,2,76,1,1,0,2,0,1,0,0,13,55.5,0,636,0,2752,0,0,3902,8686,6871,17440,0,236,76,35
854,0,2,6991,825,14102,1,9,3,1,3180,0,0,650,2530,2530,650,0,0,0,650,0,0,2530,0,2530,650,0,0,0,650,0,0,2530,0,0,0,0,1,45,0,1,0,5,1,0,0,0,19,27.4,3222,538,0,8146,6764,0,0,33206,0,48226,89557,1339,45,12
855,0,2,7445,318,5025,2,1,2,1,2380,777,777,0,826,1603,777,777,0,0,0,0,777,826,0,476,2380,0,777,0,0,0,777,0,826,1,0,0,2,42,0,0,0,2,1,0,0,1,6,27.5,2602,0,2975,2379,327,0,0,14439,0,35154,131853,1623,42,13
856,0,2,1152,3485,24221,1,4,4,1,3378,0,0,0,3378,3378,0,0,0,0,0,0,0,3378,0,3378,0,0,0,0,0,0,0,3378,0,0,0,1,2,49,1,1,0,3,1,0,0,0,24,38,3842,642,4392,3761,32170,0,0,46711,14916,20586,10700,449,49,16
857,0,1,3921,1747,5320,9,4,4,0,624,0,0,0,624,416,208,0,0,0,0,0,0,416,208,416,624,0,0,0,0,0,0,0,624,0,0,1,2,73,1,0,0,1,0,1,0,0,4,73,1345,0,3415,2154,2288,2516,2876,8318,6184,11024,7115,337,73,52
858,0,2,4162,2121,7222,3,6,1,1,3556,1147,0,0,2409,2409,1147,0,1147,0,0,0,0,2409,0,3556,1147,0,1147,0,0,0,0,2409,0,0,0,1,1,49,1,0,0,2,0,0,1,1,3,30,3022,0,0,2763,12263,0,0,9615,10307,42333,125789,1734,49,11
859,0,2,9570,184,5321,2,4,4,0,3432,999,0,250,2183,2183,1249,0,999,0,250,0,0,2183,0,0,3432,0,999,0,250,0,0,0,2183,0,0,1,1,54,1,1,0,3,0,1,1,0,8,47,1303,381,3308,1851,0,0,0,16304,8400,10694,9160,176,54,32
860,3,4,2019,3132,6713,1,5,3,0,996,0,0,0,996,747,249,0,0,0,0,0,0,747,249,418,578,0,0,0,0,0,0,418,578,0,0,0,2,43,2,0,0,1,1,0,0,0,12,43,0,441,0,2142,3637,5762,4046,7318,5861,7356,1008,363,43,43
861,0,2,1653,2468,20973,1,11,2,1,2301,0,0,400,1901,1267,1034,0,0,0,400,0,0,1267,634,0,2301,0,0,0,400,0,0,0,1901,0,0,0,2,35,1,1,0,3,1,1,0,0,19,41.6666666666667,4246,709,6155,8234,0,16050,6602,40675,3623,0,0,35,35,55
862,0,4,6417,932,3875,1,2,1,1,3224,1612,0,0,1612,3224,0,1612,0,0,0,0,0,1612,0,806,3224,0,1612,0,0,0,0,0,1612,0,0,1,2,62,1,0,0,1,1,1,0,1,3,62,0,0,0,2192,1803,0,0,9227,9401,14818,54808,768,62,2
863,2,2,4719,378,10011,2,1,1,1,4976,0,0,0,4976,4976,0,0,0,0,0,0,0,4976,0,4976,0,0,0,0,0,0,0,4976,0,1,0,0,2,46,2,0,0,1,1,0,0,0,23,46,0,867,0,3896,2349,0,0,27913,7891,15228,35328,568,46,9
864,0,5,4152,2170,2382,1,5,3,0,634,0,0,0,634,634,0,0,0,0,0,0,0,634,0,634,0,0,0,0,0,0,0,634,0,1,0,0,2,68,0,0,0,1,1,1,0,0,6,68,0,0,0,1162,917,1268,2557,2223,4514,13360,2210,34,68,32
865,0,2,5373,1412,4426,3,3,1,1,1872,744,0,0,1128,1686,186,558,186,0,0,0,0,1128,0,374,1872,0,744,0,0,0,0,0,1128,0,0,0,2,31,2,1,0,2,1,0,0,0,4,31,0,0,3529,2226,1457,0,0,11419,0,10008,66765,746,31,31
866,0,1,3690,1618,15363,3,10,4,0,1404,0,0,0,1404,1404,0,0,0,0,0,0,0,1404,0,1404,0,0,0,0,0,0,0,1404,0,0,0,1,1,58,2,0,0,3,1,0,0,0,9,28,5513,504,3452,1353,9734,8060,7362,25910,240,7329,1604,240,58,2
867,0,2,4773,1379,4320,1,4,4,0,3153,0,0,0,3153,3153,0,0,0,0,0,0,0,3153,0,0,3153,0,0,0,0,0,0,0,3153,0,0,1,2,62,1,0,0,1,0,1,1,0,6,62,0,396,0,2323,0,5179,0,7238,6836,4201,8147,28,62,48
868,0,4,7087,519,5847,2,1,1,1,1015,203,0,0,812,812,203,0,203,0,0,0,0,812,0,254,1015,0,203,0,0,0,0,0,812,0,0,0,2,34,2,1,0,3,1,0,0,0,14,23.6666666666667,3347,0,0,3214,1054,0,2238,13444,5778,3325,9513,74,34,1
869,0,5,4515,152,4254,2,7,1,0,726,0,0,0,726,726,0,0,0,0,0,0,0,726,0,0,726,0,0,0,0,0,0,0,726,0,0,1,1,82,1,0,0,1,0,0,1,1,3,82,0,438,0,2399,0,2802,6007,3307,8807,5899,5199,302,82,12
870,0,2,5967,927,16424,1,5,4,0,2490,0,448,250,1792,1792,698,0,0,0,250,0,448,1792,0,2240,698,0,0,0,250,0,448,1792,0,0,0,0,1,42,0,1,0,4,1,0,0,0,17,27.75,3881,648,5626,1655,6517,11961,5977,29929,7423,13697,7056,356,42,11
871,0,2,3247,1602,11343,1,5,4,1,1200,300,300,0,600,900,300,300,0,0,0,0,300,600,0,1200,300,300,0,0,0,0,300,600,0,0,0,1,2,67,1,1,0,2,0,1,0,0,23,65.5,1541,451,3913,6694,8876,0,1202,21930,0,24315,33618,563,67,64
872,1,4,4687,1463,1397,3,3,1,1,1186,226,0,0,960,1186,0,226,0,0,0,0,0,960,0,474,1186,0,226,0,0,0,0,0,960,0,0,0,2,31,2,1,0,4,1,0,0,0,16,24.25,699,0,0,548,834,0,0,3385,3069,10621,26544,391,31,6
873,2,2,2376,588,8908,4,5,2,1,3578,0,0,400,3178,2384,1195,0,0,0,400,0,0,2384,795,397,3578,0,0,0,400,0,0,0,3178,1,0,1,1,54,2,1,0,3,1,0,0,0,17,43.3333333333333,2616,437,2991,4559,645,0,1009,24181,1976,24103,25886,505,54,20
874,0,2,1931,2758,19455,1,6,4,0,3596,0,1798,0,1798,1798,1798,0,0,0,0,0,1798,1798,0,3596,1798,0,0,0,0,0,1798,1798,0,0,0,1,1,90,1,0,0,2,0,1,0,0,10,76,3717,621,4250,6479,20274,7373,7161,25093,2908,16485,7896,150,90,62
875,0,2,7286,877,16142,4,4,3,1,2504,806,403,0,1295,2504,0,806,0,0,0,403,0,1295,0,2504,0,806,0,0,0,403,0,1295,0,0,0,1,2,61,1,1,0,7,1,0,1,1,9,27,3641,0,5279,3102,6680,20547,2464,22283,14202,0,114526,1251,61,10
