DOEID,HBUSNESS,OTHWORK,ATHOME,HHSEX,HHAGE,EMPLOYHH,SPOUSE,SDESCENT,NHSLDMEM,AGEHHMEM1,AGEHHMEM2,AGEHHMEM3,AGEHHMEM4,AGEHHMEM5,AGEHHMEM6,AGEHHMEM7,AGEHHMEM8,AGEHHMEM9,AGEHHMEM10,AGEHHMEM11,AGEHHMEM12,AGEHHMEMY,WORKPAY,RETIREPY,CASHBEN,NCASHBEN,MONEYPY
849,0,0,0,1,34,2,1,1,3,34,39,99,99,99,99,99,99,99,99,99,99,13,1,0,0,0,23
850,0,0,0,2,32,0,0,0,1,32,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,1,6
851,0,0,1,2,29,0,0,0,1,29,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,4
852,0,0,0,2,33,2,1,0,2,33,99,99,99,99,99,99,99,99,99,99,99,31,1,0,0,0,24
853,0,0,0,2,76,1,1,0,2,76,99,99,99,99,99,99,99,99,99,99,99,35,0,1,0,0,13
854,0,0,0,1,45,0,1,0,5,45,48,17,15,99,99,99,99,99,99,99,99,12,1,0,0,0,19
855,1,0,0,2,42,0,0,0,2,42,99,99,99,99,99,99,99,99,99,99,99,13,1,0,0,1,6
856,0,0,1,2,49,1,1,0,3,49,49,99,99,99,99,99,99,99,99,99,99,16,1,0,0,0,24
857,0,0,1,2,73,1,0,0,1,73,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,4
858,0,0,1,1,49,1,0,0,2,49,99,99,99,99,99,99,99,99,99,99,99,11,0,0,1,1,3
859,0,0,1,1,54,1,1,0,3,54,55,99,99,99,99,99,99,99,99,99,99,32,0,1,1,0,8
860,0,0,0,2,43,2,0,0,1,43,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,12
861,0,0,0,2,35,1,1,0,3,35,35,99,99,99,99,99,99,99,99,99,99,55,1,1,0,0,19
862,0,0,1,2,62,1,0,0,1,62,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,1,3
863,1,0,0,2,46,2,0,0,1,46,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,23
864,1,0,0,2,68,0,0,0,1,68,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,6
865,0,0,0,2,31,2,1,0,2,31,99,99,99,99,99,99,99,99,99,99,99,31,1,0,0,0,4
866,0,0,1,1,58,2,0,0,3,58,24,99,99,99,99,99,99,99,99,99,99,2,1,0,0,0,9
867,0,0,1,2,62,1,0,0,1,62,99,99,99,99,99,99,99,99,99,99,99,99,0,1,1,0,6
868,0,0,0,2,34,2,1,0,3,34,36,99,99,99,99,99,99,99,99,99,99,1,1,0,0,0,14
869,0,0,1,1,82,1,0,0,1,82,99,99,99,99,99,99,99,99,99,99,99,99,0,0,1,1,3
870,0,0,0,1,42,0,1,0,4,42,43,15,99,99,99,99,99,99,99,99,99,11,1,0,0,0,17
871,0,0,1,2,67,1,1,0,2,67,99,99,99,99,99,99,99,99,99,99,99,64,0,1,0,0,23
872,0,0,0,2,31,2,1,0,4,31,31,29,99,99,99,99,99,99,99,99,99,6,1,0,0,0,16
873,1,0,1,1,54,2,1,0,3,54,56,99,99,99,99,99,99,99,99,99,99,20,1,0,0,0,17
874,0,0,1,1,90,1,0,0,2,90,99,99,99,99,99,99,99,99,99,99,99,62,0,1,0,0,10
875,0,0,1,2,61,1,1,0,7,61,56,21,16,15,10,99,99,99,99,99,99,10,1,0,1,1,9
876,0,0,1,1,87,1,0,0,1,87,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,7
877,0,0,0,1,30,2,1,0,3,30,32,99,99,99,99,99,99,99,99,99,99,29,1,0,0,0,24
878,0,0,0,2,48,2,0,0,1,48,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,8
879,0,0,0,1,30,2,0,0,2,30,99,99,99,99,99,99,99,99,99,99,99,34,1,0,0,0,17
880,0,0,0,1,33,2,1,0,3,33,35,99,99,99,99,99,99,99,99,99,99,8,0,0,0,0,9
881,0,0,1,1,56,2,0,0,2,56,99,99,99,99,99,99,99,99,99,99,99,39,1,1,0,0,11
882,0,0,0,1,36,2,0,0,1,36,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,21
883,0,0,0,1,57,2,1,0,3,57,58,99,99,99,99,99,99,99,99,99,99,24,1,1,0,0,17
884,0,0,1,1,28,0,1,0,5,28,34,29,9,99,99,99,99,99,99,99,99,3,1,0,0,0,17
885,0,0,1,2,69,1,0,0,2,69,99,99,99,99,99,99,99,99,99,99,99,69,0,1,0,0,7
886,0,0,0,1,23,0,1,0,3,23,23,99,99,99,99,99,99,99,99,99,99,4,1,0,0,0,5
887,0,0,0,2,33,2,1,0,2,33,99,99,99,99,99,99,99,99,99,99,99,31,1,0,0,0,24
888,0,0,0,1,37,2,1,1,5,37,36,14,8,99,99,99,99,99,99,99,99,6,1,0,0,0,5
889,0,0,0,1,50,2,1,1,4,50,63,24,99,99,99,99,99,99,99,99,99,20,1,0,0,0,7
890,0,0,0,1,62,2,1,0,2,62,99,99,99,99,99,99,99,99,99,99,99,58,1,0,0,0,14
891,0,0,0,1,53,2,0,0,1,53,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,8
892,0,0,1,1,35,0,1,0,4,35,37,6,99,99,99,99,99,99,99,99,99,3,1,0,0,0,12
893,0,0,1,1,69,1,0,0,1,69,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,4
894,1,0,1,2,57,2,1,0,2,57,99,99,99,99,99,99,99,99,99,99,99,55,1,0,0,0,11
895,1,0,1,1,50,1,1,0,3,50,49,99,99,99,99,99,99,99,99,99,99,14,1,0,0,0,16
896,0,0,1,2,59,2,1,0,2,59,99,99,99,99,99,99,99,99,99,99,99,58,1,1,0,0,19
897,0,0,1,2,41,2,1,0,2,41,99,99,99,99,99,99,99,99,99,99,99,40,1,0,0,0,7
898,0,0,1,2,39,2,1,0,2,39,99,99,99,99,99,99,99,99,99,99,99,35,1,0,0,0,7
899,0,0,1,1,66,1,0,0,1,66,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,1
900,0,0,0,1,27,2,1,0,4,27,28,12,99,99,99,99,99,99,99,99,99,7,1,0,0,0,6
901,0,0,1,2,60,1,1,0,3,60,86,99,99,99,99,99,99,99,99,99,99,58,0,0,0,0,11
902,0,0,0,2,31,2,1,1,5,31,45,25,25,99,99,99,99,99,99,99,99,24,1,0,0,0,5
903,1,0,1,2,46,2,1,0,5,46,39,12,7,99,99,99,99,99,99,99,99,1,1,0,0,0,18
904,0,0,1,1,59,1,0,0,4,59,28,23,99,99,99,99,99,99,99,99,99,7,0,0,1,1,3
905,0,0,1,2,77,1,0,0,1,77,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,3
906,0,0,1,1,30,1,1,0,2,30,99,99,99,99,99,99,99,99,99,99,99,32,0,0,1,1,3
907,0,0,1,2,19,0,0,0,2,19,99,99,99,99,99,99,99,99,99,99,99,19,0,0,0,0,5
908,0,0,1,2,84,1,0,0,1,84,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,1,5
909,0,0,0,1,34,2,0,0,3,34,15,99,99,99,99,99,99,99,99,99,99,14,1,0,0,0,6
910,0,0,0,2,33,1,0,0,1,33,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,7
911,0,0,1,2,63,1,0,0,1,63,99,99,99,99,99,99,99,99,99,99,99,99,0,1,1,1,5
912,0,0,1,2,72,1,1,1,2,72,99,99,99,99,99,99,99,99,99,99,99,74,0,1,0,0,8
913,0,0,1,1,34,2,0,0,3,34,10,99,99,99,99,99,99,99,99,99,99,6,1,0,0,0,19
914,0,0,0,2,37,2,1,0,3,37,38,99,99,99,99,99,99,99,99,99,99,3,1,0,0,0,17
915,0,0,1,2,37,2,0,0,3,37,21,99,99,99,99,99,99,99,99,99,99,18,1,0,0,0,13
916,0,0,1,2,79,1,0,0,1,79,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,6
917,0,0,0,1,32,2,1,0,2,32,99,99,99,99,99,99,99,99,99,99,99,31,1,0,0,0,13
918,0,0,0,1,61,2,0,0,1,61,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,12
919,0,0,0,1,34,2,1,0,5,34,33,15,8,99,99,99,99,99,99,99,99,6,1,0,0,0,20
920,0,0,0,1,30,2,1,1,5,30,29,10,8,99,99,99,99,99,99,99,99,2,1,0,0,1,6
921,0,1,1,1,59,2,1,0,2,59,99,99,99,99,99,99,99,99,99,99,99,64,1,1,1,0,24
922,0,0,1,1,95,1,1,0,2,95,99,99,99,99,99,99,99,99,99,99,99,58,0,1,0,0,5
923,0,0,0,2,26,2,1,1,4,26,26,3,99,99,99,99,99,99,99,99,99,1,1,0,0,0,19
924,0,0,1,1,48,2,1,0,2,48,99,99,99,99,99,99,99,99,99,99,99,49,1,0,0,0,17
925,0,0,0,2,31,2,1,0,4,31,36,14,99,99,99,99,99,99,99,99,99,11,1,0,0,0,19
926,0,0,0,1,48,2,1,0,3,48,46,99,99,99,99,99,99,99,99,99,99,17,1,0,0,0,24
927,0,0,0,2,64,1,0,0,1,64,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
928,0,0,0,1,37,2,1,0,4,37,39,32,99,99,99,99,99,99,99,99,99,1,1,0,0,0,24
929,0,0,1,2,42,1,0,0,2,42,99,99,99,99,99,99,99,99,99,99,99,23,1,0,1,1,9
930,0,0,0,2,32,2,0,0,1,32,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,10
931,1,0,1,2,44,2,1,0,5,44,30,10,8,99,99,99,99,99,99,99,99,8,1,0,0,0,10
932,0,0,1,1,81,1,0,0,1,81,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,7
933,0,0,1,2,66,1,1,0,2,66,99,99,99,99,99,99,99,99,99,99,99,63,0,1,0,0,5
934,0,0,0,1,66,1,1,0,2,66,99,99,99,99,99,99,99,99,99,99,99,66,1,1,0,0,13
935,0,0,1,1,44,1,0,0,1,44,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,22
936,0,0,1,1,77,1,0,0,2,77,99,99,99,99,99,99,99,99,99,99,99,40,1,1,0,0,6
937,0,0,0,1,45,2,1,0,3,45,47,99,99,99,99,99,99,99,99,99,99,18,1,0,0,0,9
938,0,0,1,2,60,1,1,0,2,60,99,99,99,99,99,99,99,99,99,99,99,30,0,1,0,0,12
939,0,0,0,2,41,2,1,0,3,41,27,99,99,99,99,99,99,99,99,99,99,2,1,0,0,0,15
940,0,0,1,2,32,2,1,0,3,32,32,99,99,99,99,99,99,99,99,99,99,8,1,0,0,0,19
941,0,0,0,1,37,2,1,0,4,37,40,17,99,99,99,99,99,99,99,99,99,14,1,0,0,0,5
942,0,0,0,2,54,2,0,1,2,54,99,99,99,99,99,99,99,99,99,99,99,19,1,0,0,0,10
943,0,0,0,1,34,0,1,0,4,34,38,7,99,99,99,99,99,99,99,99,99,5,1,0,0,0,8
944,0,0,1,1,30,1,0,0,1,30,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,4
945,0,0,1,2,54,1,1,0,5,54,83,53,17,99,99,99,99,99,99,99,99,13,1,1,0,0,9
946,0,0,0,2,44,2,1,0,2,44,99,99,99,99,99,99,99,99,99,99,99,44,1,0,0,0,17
947,0,0,0,2,83,1,0,0,1,83,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,13
948,0,0,1,1,27,0,1,0,4,27,29,10,99,99,99,99,99,99,99,99,99,4,1,0,0,1,6
949,0,0,0,2,44,2,1,0,4,44,44,13,99,99,99,99,99,99,99,99,99,10,1,0,0,0,11
950,0,0,1,1,52,1,1,0,2,52,99,99,99,99,99,99,99,99,99,99,99,45,1,0,0,0,13
951,0,0,1,1,26,2,1,0,2,26,99,99,99,99,99,99,99,99,99,99,99,26,1,0,0,0,13
952,0,0,1,2,53,0,1,0,4,53,40,15,99,99,99,99,99,99,99,99,99,13,1,0,1,1,3
953,0,0,0,1,36,2,1,0,2,36,99,99,99,99,99,99,99,99,99,99,99,36,0,0,0,0,12
954,0,0,0,2,41,2,1,0,2,41,99,99,99,99,99,99,99,99,99,99,99,45,1,0,0,0,18
955,0,0,1,2,75,1,0,0,1,75,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
956,0,0,0,1,58,2,0,0,1,58,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,3
957,0,0,0,1,26,2,0,0,3,26,8,99,99,99,99,99,99,99,99,99,99,6,1,0,1,1,7
958,0,0,0,2,45,2,1,0,4,45,46,13,99,99,99,99,99,99,99,99,99,10,1,0,0,0,19
959,0,0,0,2,45,2,0,0,2,45,99,99,99,99,99,99,99,99,99,99,99,45,1,0,0,0,21
960,0,0,1,2,75,1,1,0,2,75,99,99,99,99,99,99,99,99,99,99,99,70,0,0,0,0,11
961,0,0,1,2,31,2,1,0,3,31,29,99,99,99,99,99,99,99,99,99,99,29,1,0,0,0,23
962,0,0,1,2,34,2,1,0,4,34,33,12,99,99,99,99,99,99,99,99,99,9,1,0,0,0,12
963,0,0,1,2,27,2,1,1,3,27,22,99,99,99,99,99,99,99,99,99,99,1,1,0,0,0,9
964,0,1,1,1,48,2,0,0,3,48,66,99,99,99,99,99,99,99,99,99,99,20,1,1,0,0,10
965,0,0,1,2,54,1,1,0,2,54,99,99,99,99,99,99,99,99,99,99,99,47,1,0,0,0,21
966,0,0,1,1,83,1,0,0,1,83,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,1,5
967,0,0,0,1,42,0,0,0,3,42,21,99,99,99,99,99,99,99,99,99,99,2,1,0,0,0,5
968,0,0,1,1,47,1,0,0,2,47,99,99,99,99,99,99,99,99,99,99,99,26,0,0,0,0,5
969,0,0,0,1,27,2,0,0,1,27,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,6
970,1,0,0,2,43,2,1,0,2,43,99,99,99,99,99,99,99,99,99,99,99,32,1,0,0,0,24
971,0,0,0,2,55,2,1,1,4,55,38,17,99,99,99,99,99,99,99,99,99,14,1,0,0,0,8
972,0,0,0,2,56,2,0,1,1,56,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,6
973,0,0,1,2,41,2,1,1,9,41,40,33,32,11,10,7,4,99,99,99,99,1,1,0,1,0,15
974,0,0,0,1,56,0,1,0,2,56,99,99,99,99,99,99,99,99,99,99,99,54,1,0,0,0,23
975,0,0,1,1,60,1,1,0,2,60,99,99,99,99,99,99,99,99,99,99,99,62,1,1,0,0,17
976,0,0,0,1,31,2,0,0,1,31,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,8
977,0,0,0,2,47,1,0,0,1,47,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,4
978,0,0,1,1,26,1,1,0,6,26,28,8,5,4,99,99,99,99,99,99,99,1,1,0,0,0,10
979,0,0,0,1,35,2,0,0,1,35,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,16
980,0,0,0,1,21,0,1,1,4,21,21,4,99,99,99,99,99,99,99,99,99,3,1,0,1,1,4
981,0,0,0,1,25,2,1,1,4,25,25,28,99,99,99,99,99,99,99,99,99,27,1,0,0,1,5
982,1,0,1,2,74,1,1,0,2,74,99,99,99,99,99,99,99,99,99,99,99,62,0,1,0,0,14
983,0,0,1,2,52,1,0,0,1,52,99,99,99,99,99,99,99,99,99,99,99,99,0,0,1,1,3
984,0,0,0,1,50,2,0,0,1,50,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,15
985,0,0,0,2,73,1,0,0,2,73,99,99,99,99,99,99,99,99,99,99,99,35,0,1,0,0,5
986,0,0,1,1,62,1,0,0,7,62,62,42,23,20,16,99,99,99,99,99,99,14,0,1,0,0,3
987,0,0,1,1,53,1,1,1,5,53,55,14,19,99,99,99,99,99,99,99,99,28,1,1,0,1,6
988,0,0,1,2,55,1,1,0,2,55,99,99,99,99,99,99,99,99,99,99,99,51,0,1,0,0,14
989,0,1,1,2,58,1,0,0,3,58,24,99,99,99,99,99,99,99,99,99,99,40,0,1,0,1,5
990,0,0,1,2,58,1,1,0,2,58,99,99,99,99,99,99,99,99,99,99,99,64,0,0,0,0,6
991,0,0,0,2,43,2,0,0,2,43,99,99,99,99,99,99,99,99,99,99,99,53,1,0,0,0,17
992,0,0,1,1,48,2,1,0,4,48,44,20,99,99,99,99,99,99,99,99,99,18,0,0,0,0,11
993,0,0,1,1,36,1,0,0,1,36,99,99,99,99,99,99,99,99,99,99,99,99,0,1,1,1,3
994,1,0,1,1,39,2,0,0,3,39,12,99,99,99,99,99,99,99,99,99,99,10,1,1,0,0,24
995,0,0,0,2,39,2,0,0,1,39,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,14
996,0,0,0,2,54,2,1,0,2,54,99,99,99,99,99,99,99,99,99,99,99,51,1,0,0,0,14
997,0,0,0,2,26,2,0,1,1,26,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,6
998,0,0,1,2,35,2,0,0,3,35,40,99,99,99,99,99,99,99,99,99,99,18,1,0,0,0,4
999,0,0,0,2,42,2,0,0,2,42,99,99,99,99,99,99,99,99,99,99,99,13,1,0,0,0,15
1000,0,0,0,1,46,1,1,1,4,46,43,15,99,99,99,99,99,99,99,99,99,10,1,0,0,1,7
1001,0,0,0,2,61,2,1,0,2,61,99,99,99,99,99,99,99,99,99,99,99,51,1,0,0,0,12
1002,0,0,0,2,35,2,1,1,7,35,28,8,6,4,3,99,99,99,99,99,99,1,1,0,0,0,4
1003,0,0,0,2,41,2,1,0,4,41,38,10,99,99,99,99,99,99,99,99,99,5,1,0,0,0,23
1004,0,0,0,1,45,2,1,1,5,45,39,14,13,99,99,99,99,99,99,99,99,11,0,0,0,0,12
1005,0,0,1,2,42,2,1,0,2,42,99,99,99,99,99,99,99,99,99,99,99,42,1,0,0,0,11
1006,1,1,1,1,44,2,1,0,4,44,53,14,99,99,99,99,99,99,99,99,99,13,1,0,0,0,18
1007,0,0,0,2,58,2,1,0,2,58,99,99,99,99,99,99,99,99,99,99,99,45,1,0,0,0,17
1008,0,0,1,2,31,2,1,0,5,31,35,10,10,99,99,99,99,99,99,99,99,5,1,0,0,0,7
1009,1,0,1,1,46,0,1,0,5,46,52,13,12,99,99,99,99,99,99,99,99,3,1,0,0,0,22
1010,0,0,0,1,33,2,1,0,3,33,31,99,99,99,99,99,99,99,99,99,99,8,1,0,0,0,10
1011,0,0,0,2,34,2,1,0,3,34,29,99,99,99,99,99,99,99,99,99,99,1,1,0,0,0,23
1012,0,0,1,1,23,2,1,0,2,23,99,99,99,99,99,99,99,99,99,99,99,24,1,0,0,1,5
1013,0,0,0,1,46,2,1,0,2,46,99,99,99,99,99,99,99,99,99,99,99,23,1,0,0,0,13
1014,0,0,0,1,52,2,0,0,1,52,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,9
1015,0,0,0,1,42,2,0,0,4,42,19,17,99,99,99,99,99,99,99,99,99,15,1,0,0,0,8
1016,0,0,1,2,36,2,1,0,5,36,37,16,11,99,99,99,99,99,99,99,99,9,0,0,0,0,11
1017,0,0,0,1,46,2,0,0,2,46,99,99,99,99,99,99,99,99,99,99,99,3,1,0,0,0,19
1018,0,0,1,1,63,1,1,0,2,63,99,99,99,99,99,99,99,99,99,99,99,68,0,1,0,0,24
1019,0,0,0,1,43,2,0,0,1,43,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,6
1020,0,0,0,1,26,2,1,0,4,26,27,2,99,99,99,99,99,99,99,99,99,1,1,0,0,0,20
1021,0,0,0,1,31,2,1,0,2,31,99,99,99,99,99,99,99,99,99,99,99,31,1,0,0,0,20
1022,0,0,0,1,39,2,0,0,4,39,37,60,99,99,99,99,99,99,99,99,99,3,1,0,0,0,11
1023,0,0,1,1,33,1,1,0,4,33,33,3,99,99,99,99,99,99,99,99,99,3,1,0,0,0,24
1024,0,0,1,1,62,1,1,0,2,62,99,99,99,99,99,99,99,99,99,99,99,52,1,1,0,0,6
1025,0,0,1,2,75,1,1,0,2,75,99,99,99,99,99,99,99,99,99,99,99,71,0,1,0,0,7
1026,0,0,1,1,45,2,1,0,4,45,84,51,99,99,99,99,99,99,99,99,99,12,1,1,1,1,17
1027,0,0,0,2,63,2,1,0,2,63,99,99,99,99,99,99,99,99,99,99,99,62,1,0,0,0,14
1028,0,0,1,1,89,1,0,0,1,89,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,6
1029,0,0,1,1,69,1,0,0,4,69,50,7,99,99,99,99,99,99,99,99,99,4,0,1,0,0,8
1030,0,0,1,2,70,1,1,0,2,70,99,99,99,99,99,99,99,99,99,99,99,68,0,1,0,0,7
1031,0,0,0,1,66,1,1,0,2,66,99,99,99,99,99,99,99,99,99,99,99,63,1,1,1,0,10
1032,0,0,1,1,65,1,0,0,2,65,99,99,99,99,99,99,99,99,99,99,99,68,1,1,0,0,12
1033,0,0,1,2,66,1,1,0,2,66,99,99,99,99,99,99,99,99,99,99,99,64,0,1,0,0,10
1034,0,0,0,2,23,2,0,0,1,23,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,13
1035,1,0,1,2,70,2,1,0,2,70,99,99,99,99,99,99,99,99,99,99,99,60,1,1,0,0,8
1036,0,0,1,2,21,2,1,0,3,21,27,99,99,99,99,99,99,99,99,99,99,21,1,0,0,0,13
1037,0,0,1,2,56,1,1,0,2,56,99,99,99,99,99,99,99,99,99,99,99,56,0,1,0,0,16
1038,0,0,1,1,70,1,0,0,3,70,41,99,99,99,99,99,99,99,99,99,99,9,1,1,0,1,9
1039,0,0,0,1,52,2,1,0,2,52,99,99,99,99,99,99,99,99,99,99,99,51,1,0,0,0,24
1040,0,0,0,2,40,2,1,0,4,40,38,18,99,99,99,99,99,99,99,99,99,13,1,0,0,0,11
1041,0,0,1,1,33,1,1,1,7,33,34,31,26,5,1,99,99,99,99,99,99,1,1,0,0,0,7
1042,0,0,0,1,59,1,1,0,2,59,99,99,99,99,99,99,99,99,99,99,99,65,1,1,0,0,11
1043,0,0,0,1,31,0,1,1,4,31,31,8,99,99,99,99,99,99,99,99,99,4,0,0,0,0,13
1044,0,0,1,1,72,1,1,0,3,72,92,99,99,99,99,99,99,99,99,99,99,81,0,1,0,0,9
1045,1,0,0,1,60,0,0,0,1,60,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,7
1046,0,0,1,1,82,1,0,0,1,82,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
1047,0,0,0,2,49,2,0,1,1,49,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,9
1048,0,0,0,1,34,2,1,1,6,34,40,17,15,12,99,99,99,99,99,99,99,8,1,0,0,0,6
1049,1,0,1,1,60,2,1,0,2,60,99,99,99,99,99,99,99,99,99,99,99,54,1,0,0,0,13
1050,0,0,1,2,47,2,0,0,3,47,49,99,99,99,99,99,99,99,99,99,99,25,1,0,0,0,16
1051,0,0,1,1,89,1,0,1,1,89,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,1,5
1052,1,0,1,1,51,2,1,0,4,51,53,25,99,99,99,99,99,99,99,99,99,20,1,1,0,0,22
1053,0,0,1,1,35,0,1,0,6,35,35,13,11,10,99,99,99,99,99,99,99,5,1,0,0,0,10
1054,0,0,1,1,61,1,0,0,1,61,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,3
1055,0,0,0,2,62,2,0,0,1,62,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,1,7
1056,0,0,0,2,85,1,1,0,2,85,99,99,99,99,99,99,99,99,99,99,99,82,0,1,0,0,20
1057,0,0,1,2,60,2,1,0,3,60,66,99,99,99,99,99,99,99,99,99,99,9,1,1,0,0,24
1058,0,0,1,1,85,1,0,0,1,85,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,4
1059,0,0,1,2,47,0,1,0,3,47,75,99,99,99,99,99,99,99,99,99,99,21,1,0,0,0,7
1060,0,0,1,1,60,1,1,0,2,60,99,99,99,99,99,99,99,99,99,99,99,48,1,0,0,0,10
1061,1,0,1,2,32,2,1,0,4,32,26,7,99,99,99,99,99,99,99,99,99,1,1,0,0,0,24
1062,0,0,0,1,38,2,0,0,2,38,99,99,99,99,99,99,99,99,99,99,99,12,1,0,1,1,7
1063,1,0,0,1,47,0,1,0,3,47,43,99,99,99,99,99,99,99,99,99,99,13,1,0,0,0,21
1064,0,0,1,1,82,1,0,0,2,82,99,99,99,99,99,99,99,99,99,99,99,42,0,1,0,1,3
1065,0,0,1,1,63,1,1,0,2,63,99,99,99,99,99,99,99,99,99,99,99,62,0,1,0,0,10
1066,0,0,1,2,37,1,1,0,2,37,99,99,99,99,99,99,99,99,99,99,99,35,0,0,0,0,24
1067,0,0,0,1,75,1,0,0,1,75,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
1068,0,0,1,1,79,1,1,0,2,79,99,99,99,99,99,99,99,99,99,99,99,77,0,1,0,0,18
1069,0,0,0,1,57,2,1,0,2,57,99,99,99,99,99,99,99,99,99,99,99,55,1,0,0,0,8
1070,0,0,1,1,40,1,1,0,4,40,40,17,99,99,99,99,99,99,99,99,99,16,1,0,0,0,6
1071,1,0,0,1,51,1,1,1,2,51,99,99,99,99,99,99,99,99,99,99,99,56,1,0,0,0,3
1072,0,0,0,1,54,2,1,0,3,54,55,99,99,99,99,99,99,99,99,99,99,25,1,0,0,0,23
1073,1,0,1,1,37,1,1,0,4,37,37,10,99,99,99,99,99,99,99,99,99,5,1,0,0,0,23
1074,0,0,0,2,54,2,0,0,1,54,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,13
1075,0,0,0,2,30,2,1,0,4,30,30,8,99,99,99,99,99,99,99,99,99,7,1,0,0,0,16
1076,0,1,1,2,43,1,0,0,3,43,44,99,99,99,99,99,99,99,99,99,99,13,1,1,0,0,16
1077,0,0,0,1,45,2,1,0,4,45,41,12,99,99,99,99,99,99,99,99,99,9,1,0,0,0,11
1078,0,0,0,1,49,1,0,0,4,49,17,16,99,99,99,99,99,99,99,99,99,14,0,0,0,1,3
1079,0,0,1,1,79,1,0,0,1,79,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,6
1080,0,0,1,2,54,2,1,0,4,54,56,19,99,99,99,99,99,99,99,99,99,16,1,0,0,0,24
1081,0,0,0,1,22,2,1,0,2,22,99,99,99,99,99,99,99,99,99,99,99,21,1,0,0,0,11
1082,0,0,1,2,35,1,1,0,3,35,55,99,99,99,99,99,99,99,99,99,99,34,1,1,0,0,24
1083,0,0,1,1,94,1,0,0,1,94,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,7
1084,0,0,0,2,63,2,1,0,2,63,99,99,99,99,99,99,99,99,99,99,99,60,1,0,0,0,12
1085,0,0,1,2,76,1,0,0,3,76,45,99,99,99,99,99,99,99,99,99,99,18,1,1,0,0,13
1086,0,0,0,2,31,2,1,0,4,31,30,2,99,99,99,99,99,99,99,99,99,1,1,0,0,0,17
1087,1,0,1,1,35,0,1,1,4,35,41,7,99,99,99,99,99,99,99,99,99,3,1,0,0,0,24
1088,1,0,0,2,54,2,1,0,3,54,52,99,99,99,99,99,99,99,99,99,99,16,1,0,0,0,13
1089,1,0,0,2,67,2,1,0,2,67,99,99,99,99,99,99,99,99,99,99,99,66,1,1,0,0,11
1090,0,0,1,1,53,0,0,0,3,53,78,99,99,99,99,99,99,99,99,99,99,27,1,0,0,0,9
1091,0,0,0,2,79,1,1,0,2,79,99,99,99,99,99,99,99,99,99,99,99,71,0,1,0,0,13
1092,0,0,0,2,38,2,1,0,2,38,99,99,99,99,99,99,99,99,99,99,99,37,1,0,0,0,11
