DOEID,HBUSNESS,OTHWORK,ATHOME,HHSEX,HHAGE,EMPLOYHH,SPOUSE,SDESCENT,NHSLDMEM,AGEHHMEM1,AGEHHMEM2,AGEHHMEM3,AGEHHMEM4,AGEHHMEM5,AGEHHMEM6,AGEHHMEM7,AGEHHMEM8,AGEHHMEM9,AGEHHMEM10,AGEHHMEM11,AGEHHMEM12,AGEHHMEMY,WORKPAY,RETIREPY,CASHBEN,NCASHBEN,MONEYPY
1093,0,0,1,1,46,1,0,0,4,46,41,23,99,99,99,99,99,99,99,99,99,20,0,1,0,0,4
1094,0,0,0,1,59,2,0,0,1,59,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,7
1095,0,0,0,1,49,2,0,0,1,49,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,7
1096,0,0,0,1,35,0,1,0,5,35,35,7,5,99,99,99,99,99,99,99,99,2,1,0,0,0,14
1097,0,0,0,1,43,0,1,0,4,43,44,14,99,99,99,99,99,99,99,99,99,12,1,0,0,0,10
1098,0,0,0,1,55,2,0,0,2,55,99,99,99,99,99,99,99,99,99,99,99,11,1,0,0,0,6
1099,1,1,1,2,53,2,1,0,2,53,99,99,99,99,99,99,99,99,99,99,99,48,1,0,0,0,23
1100,0,0,1,1,46,1,1,0,4,46,45,17,99,99,99,99,99,99,99,99,99,13,1,0,0,0,24
1101,0,0,0,1,50,2,0,0,4,50,18,17,99,99,99,99,99,99,99,99,99,17,1,0,1,0,12
1102,1,1,1,2,38,2,0,1,1,38,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,11
1103,0,0,1,1,87,1,0,0,1,87,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
1104,1,0,1,2,52,2,1,0,2,52,99,99,99,99,99,99,99,99,99,99,99,26,1,0,0,0,23
1105,0,0,1,1,44,1,1,0,4,44,44,18,99,99,99,99,99,99,99,99,99,14,1,0,0,0,15
1106,0,0,1,1,80,1,0,0,1,80,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
1107,0,1,0,1,25,0,0,0,2,25,99,99,99,99,99,99,99,99,99,99,99,15,1,0,1,1,5
1108,0,0,1,1,79,1,0,0,1,79,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,3
1109,0,0,1,1,39,2,0,0,3,39,17,99,99,99,99,99,99,99,99,99,99,2,1,0,0,0,8
1110,0,0,0,1,68,2,1,0,2,68,99,99,99,99,99,99,99,99,99,99,99,67,1,1,0,0,7
1111,0,0,0,2,46,2,0,0,1,46,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,13
1112,0,0,1,2,73,1,1,0,2,73,99,99,99,99,99,99,99,99,99,99,99,68,0,1,0,0,11
1113,0,0,1,2,66,1,1,0,2,66,99,99,99,99,99,99,99,99,99,99,99,58,0,1,0,0,10
1114,0,0,1,1,69,1,1,0,3,69,69,99,99,99,99,99,99,99,99,99,99,3,0,1,0,0,7
1115,0,0,1,2,63,2,1,0,2,63,99,99,99,99,99,99,99,99,99,99,99,60,1,0,0,0,17
1116,1,0,1,1,45,0,1,0,4,45,47,25,99,99,99,99,99,99,99,99,99,18,1,0,0,0,24
1117,0,0,0,2,28,2,1,0,2,28,99,99,99,99,99,99,99,99,99,99,99,25,1,0,0,0,10
1118,0,0,0,2,56,2,0,0,2,56,99,99,99,99,99,99,99,99,99,99,99,10,1,0,0,0,13
1119,0,0,1,1,31,1,1,0,4,31,31,3,99,99,99,99,99,99,99,99,99,1,1,0,0,0,13
1120,0,0,1,1,49,0,1,0,2,49,99,99,99,99,99,99,99,99,99,99,99,51,0,0,0,0,24
1121,0,0,1,1,51,1,1,0,4,51,48,20,99,99,99,99,99,99,99,99,99,16,1,0,0,0,24
1122,0,0,0,2,26,2,0,0,4,26,25,23,99,99,99,99,99,99,99,99,99,21,1,0,0,0,6
1123,0,0,1,1,20,2,1,0,4,20,22,2,99,99,99,99,99,99,99,99,99,1,1,0,0,1,6
1124,0,0,0,1,37,1,1,0,5,37,38,13,10,99,99,99,99,99,99,99,99,3,1,0,0,0,23
1125,1,0,0,1,46,2,0,0,1,46,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,6
1126,0,0,1,2,52,1,1,0,2,52,99,99,99,99,99,99,99,99,99,99,99,52,0,1,0,0,11
1127,0,0,1,1,58,1,1,1,2,58,99,99,99,99,99,99,99,99,99,99,99,60,1,1,0,0,16
1128,0,0,1,2,44,2,1,1,5,44,36,20,15,99,99,99,99,99,99,99,99,14,1,0,0,0,11
1129,0,0,0,2,25,2,1,1,4,25,25,7,99,99,99,99,99,99,99,99,99,6,1,0,0,0,11
1130,0,0,1,1,69,1,1,0,2,69,99,99,99,99,99,99,99,99,99,99,99,68,0,1,1,1,23
1131,1,0,1,1,48,0,1,0,3,48,48,99,99,99,99,99,99,99,99,99,99,17,1,0,0,0,24
1132,1,0,1,1,70,2,0,1,3,70,71,99,99,99,99,99,99,99,99,99,99,67,1,1,0,0,24
1133,0,0,1,1,35,2,0,0,2,35,99,99,99,99,99,99,99,99,99,99,99,5,1,0,0,0,10
1134,0,0,0,1,33,0,0,0,2,33,99,99,99,99,99,99,99,99,99,99,99,30,1,0,0,0,12
1135,0,0,1,1,49,1,1,0,1,49,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,6
1136,0,0,0,2,39,2,1,0,2,39,99,99,99,99,99,99,99,99,99,99,99,39,1,0,0,0,12
1137,0,0,0,1,40,2,1,0,6,40,44,19,19,17,99,99,99,99,99,99,99,10,1,0,0,0,19
1138,0,0,1,2,38,2,1,1,4,38,35,7,99,99,99,99,99,99,99,99,99,2,1,0,0,0,7
1139,0,0,1,2,50,1,0,0,1,50,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,11
1140,0,0,1,2,54,2,1,1,3,54,52,99,99,99,99,99,99,99,99,99,99,25,1,0,0,0,14
1141,1,0,0,1,43,2,1,0,4,43,46,13,99,99,99,99,99,99,99,99,99,10,1,0,0,0,19
1142,0,0,1,1,58,2,0,0,3,58,50,99,99,99,99,99,99,99,99,99,99,19,1,1,1,1,7
1143,0,0,1,1,65,2,1,0,2,65,99,99,99,99,99,99,99,99,99,99,99,54,1,0,0,0,11
1144,0,0,0,1,58,1,0,0,2,58,99,99,99,99,99,99,99,99,99,99,99,84,1,1,0,0,10
1145,0,0,0,2,53,2,0,0,1,53,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,10
1146,1,0,1,1,74,1,1,0,3,74,80,99,99,99,99,99,99,99,99,99,99,46,1,1,0,0,24
1147,0,0,1,2,64,2,1,0,2,64,99,99,99,99,99,99,99,99,99,99,99,60,1,1,0,0,20
1148,0,0,1,2,60,2,1,1,2,60,99,99,99,99,99,99,99,99,99,99,99,25,1,0,0,0,15
1149,0,0,0,1,47,0,0,1,3,47,19,99,99,99,99,99,99,99,99,99,99,19,1,0,0,0,15
1150,0,0,1,1,28,1,1,1,4,28,30,6,99,99,99,99,99,99,99,99,99,2,1,0,0,0,8
1151,0,0,1,2,30,2,1,0,2,30,99,99,99,99,99,99,99,99,99,99,99,41,1,0,0,0,6
1152,0,0,0,1,38,2,0,0,3,38,17,99,99,99,99,99,99,99,99,99,99,15,1,0,0,0,14
1153,0,0,0,1,52,2,1,0,2,52,99,99,99,99,99,99,99,99,99,99,99,51,1,0,0,0,12
1154,0,0,1,2,41,1,1,0,5,41,31,11,9,99,99,99,99,99,99,99,99,3,1,0,0,0,7
1155,0,0,1,1,44,2,1,0,3,44,46,99,99,99,99,99,99,99,99,99,99,22,1,0,0,0,15
1156,0,0,0,2,51,2,1,0,2,51,99,99,99,99,99,99,99,99,99,99,99,51,1,0,0,0,23
1157,0,0,1,1,40,0,1,1,4,40,40,16,99,99,99,99,99,99,99,99,99,11,1,0,0,0,9
1158,0,0,0,1,37,2,1,0,4,37,28,9,99,99,99,99,99,99,99,99,99,7,1,0,0,0,7
1159,0,0,0,2,24,2,0,1,1,24,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,9
1160,1,0,0,1,39,0,1,0,7,39,42,17,13,11,9,99,99,99,99,99,99,3,1,0,0,0,23
1161,0,0,0,2,45,2,0,0,1,45,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,8
1162,0,0,0,2,65,2,1,0,2,65,99,99,99,99,99,99,99,99,99,99,99,65,1,0,0,0,7
1163,0,1,0,1,35,2,1,0,2,35,99,99,99,99,99,99,99,99,99,99,99,33,1,0,0,0,23
1164,1,0,0,2,42,0,0,0,1,42,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,4
1165,0,0,1,2,58,2,1,0,4,58,55,35,99,99,99,99,99,99,99,99,99,7,1,1,0,0,16
1166,0,0,1,2,49,2,1,0,2,49,99,99,99,99,99,99,99,99,99,99,99,49,1,0,0,0,8
1167,0,0,0,2,60,2,1,0,3,60,36,99,99,99,99,99,99,99,99,99,99,11,0,0,0,0,7
1168,1,0,1,1,41,0,0,0,3,41,12,99,99,99,99,99,99,99,99,99,99,7,1,0,0,1,7
1169,0,0,1,2,47,2,1,0,3,47,37,99,99,99,99,99,99,99,99,99,99,1,1,0,0,0,11
1170,0,0,0,1,45,2,1,0,2,45,99,99,99,99,99,99,99,99,99,99,99,45,1,0,0,0,7
1171,0,0,1,2,66,1,1,0,2,66,99,99,99,99,99,99,99,99,99,99,99,56,0,1,0,0,8
1172,0,0,1,2,37,2,1,0,5,37,59,34,5,99,99,99,99,99,99,99,99,2,1,0,0,0,24
1173,0,1,0,2,55,1,1,0,2,55,99,99,99,99,99,99,99,99,99,99,99,54,1,1,0,0,13
1174,0,0,1,2,68,1,1,0,2,68,99,99,99,99,99,99,99,99,99,99,99,65,0,1,0,0,9
1175,0,0,0,1,33,0,1,0,5,33,1,5,8,99,99,99,99,99,99,99,99,31,1,0,0,0,12
1176,0,0,0,2,47,2,1,0,2,47,99,99,99,99,99,99,99,99,99,99,99,43,1,0,0,0,20
1177,0,0,1,1,27,1,1,0,5,27,41,8,7,99,99,99,99,99,99,99,99,3,1,0,0,0,19
1178,0,0,1,1,43,1,1,1,5,43,44,18,18,99,99,99,99,99,99,99,99,10,1,0,0,0,8
1179,0,0,0,1,46,2,1,0,2,46,99,99,99,99,99,99,99,99,99,99,99,32,1,0,0,0,11
1180,0,0,1,1,37,2,0,0,5,37,26,13,11,99,99,99,99,99,99,99,99,3,1,0,0,0,9
1181,0,0,1,1,67,1,1,0,2,67,99,99,99,99,99,99,99,99,99,99,99,73,0,1,0,0,12
1182,0,0,1,1,28,1,1,0,3,28,27,99,99,99,99,99,99,99,99,99,99,7,1,0,0,0,6
1183,0,0,0,1,53,2,1,0,2,53,99,99,99,99,99,99,99,99,99,99,99,53,1,0,0,0,24
1184,0,0,0,1,43,0,1,0,5,43,47,21,19,99,99,99,99,99,99,99,99,9,1,0,0,0,24
1185,0,0,0,2,33,2,0,0,1,33,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,12
1186,0,0,1,2,76,1,0,0,2,76,99,99,99,99,99,99,99,99,99,99,99,75,0,1,0,0,8
1187,0,0,0,2,43,2,1,0,3,43,42,99,99,99,99,99,99,99,99,99,99,17,1,0,0,0,17
1188,0,0,0,1,56,2,1,0,5,56,41,33,9,99,99,99,99,99,99,99,99,7,1,0,0,0,15
1189,0,0,0,1,47,2,1,0,4,47,33,28,99,99,99,99,99,99,99,99,99,24,1,0,0,0,23
1190,0,1,1,2,68,1,1,0,2,68,99,99,99,99,99,99,99,99,99,99,99,62,1,1,0,0,7
1191,0,0,1,1,75,1,0,0,2,75,99,99,99,99,99,99,99,99,99,99,99,44,1,1,0,0,11
1192,0,0,1,1,57,1,1,0,3,57,88,99,99,99,99,99,99,99,99,99,99,57,1,1,0,0,15
1193,0,0,0,2,71,0,0,0,1,71,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,7
1194,0,0,1,2,70,1,1,0,3,70,68,99,99,99,99,99,99,99,99,99,99,27,1,1,0,0,12
1195,0,0,0,1,33,1,0,0,2,33,99,99,99,99,99,99,99,99,99,99,99,2,1,0,0,1,23
1196,0,0,0,2,34,2,0,0,1,34,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,10
1197,0,0,0,1,21,1,0,0,1,21,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,2
1198,0,0,1,2,71,1,1,0,2,71,99,99,99,99,99,99,99,99,99,99,99,66,0,1,0,0,8
1199,0,0,1,1,36,1,1,0,5,36,36,7,5,99,99,99,99,99,99,99,99,3,1,0,0,0,14
1200,0,0,0,1,70,1,0,0,2,70,99,99,99,99,99,99,99,99,99,99,99,75,0,1,0,0,11
1201,0,0,0,1,25,1,1,0,3,25,24,99,99,99,99,99,99,99,99,99,99,1,0,0,0,0,6
1202,0,0,0,2,40,2,1,1,2,40,99,99,99,99,99,99,99,99,99,99,99,45,1,0,0,0,9
1203,0,0,0,2,38,2,0,0,1,38,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,13
1204,0,0,1,1,30,1,1,1,4,30,28,4,99,99,99,99,99,99,99,99,99,1,1,0,0,0,6
1205,0,0,0,2,30,2,0,0,1,30,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,8
1206,0,0,1,2,56,2,1,0,2,56,99,99,99,99,99,99,99,99,99,99,99,54,1,1,0,0,24
1207,0,0,1,1,76,1,0,0,1,76,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,5
1208,1,0,1,1,65,0,0,0,3,65,42,99,99,99,99,99,99,99,99,99,99,20,1,1,0,0,9
1209,0,0,0,1,34,1,0,0,2,34,99,99,99,99,99,99,99,99,99,99,99,15,1,0,0,1,5
1210,0,0,1,1,64,1,0,1,1,64,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,1,4
1211,0,0,1,1,27,1,1,0,4,27,35,5,99,99,99,99,99,99,99,99,99,2,1,0,0,0,16
1212,0,0,1,1,50,2,1,0,4,50,50,19,99,99,99,99,99,99,99,99,99,19,1,0,0,0,15
1213,0,0,1,1,42,2,0,0,5,42,14,13,10,99,99,99,99,99,99,99,99,6,1,0,0,0,6
1214,0,0,0,1,24,2,0,0,5,24,9,5,3,99,99,99,99,99,99,99,99,1,1,0,0,1,5
1215,0,0,1,2,76,1,1,0,2,76,99,99,99,99,99,99,99,99,99,99,99,65,0,1,0,0,10
1216,0,0,0,2,31,2,1,0,3,31,31,99,99,99,99,99,99,99,99,99,99,12,1,0,0,0,15
1217,0,0,0,2,66,1,0,0,1,66,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,1,3
1218,0,0,0,1,39,0,0,1,4,39,16,15,99,99,99,99,99,99,99,99,99,9,1,0,0,0,13
1219,0,0,0,2,45,2,0,0,1,45,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,7
1220,0,0,1,1,44,1,1,0,2,44,99,99,99,99,99,99,99,99,99,99,99,39,1,0,1,0,5
1221,0,0,1,1,84,0,0,0,1,84,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,7
1222,0,0,1,1,63,1,0,0,1,63,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,15
1223,0,0,1,1,18,1,1,1,3,18,22,99,99,99,99,99,99,99,99,99,99,1,0,0,0,0,7
1224,0,0,0,1,47,2,0,0,3,47,19,99,99,99,99,99,99,99,99,99,99,36,1,0,0,0,9
1225,0,0,0,1,23,2,0,0,2,23,99,99,99,99,99,99,99,99,99,99,99,25,1,0,0,0,5
1226,0,0,0,2,43,2,1,0,2,43,99,99,99,99,99,99,99,99,99,99,99,42,1,0,0,0,15
1227,0,0,1,1,60,1,1,0,2,60,99,99,99,99,99,99,99,99,99,99,99,60,1,1,0,0,7
1228,0,0,1,2,86,1,1,0,3,86,85,99,99,99,99,99,99,99,99,99,99,55,0,1,0,0,9
1229,0,0,1,1,44,2,0,0,3,44,20,99,99,99,99,99,99,99,99,99,99,17,1,0,0,0,10
1230,0,0,0,1,48,2,1,0,3,48,48,99,99,99,99,99,99,99,99,99,99,21,1,0,0,0,17
1231,0,1,0,2,44,0,0,0,3,44,19,99,99,99,99,99,99,99,99,99,99,12,1,0,0,0,5
1232,0,0,0,1,73,1,0,0,1,73,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,11
1233,0,0,1,1,53,2,0,1,5,53,28,19,16,99,99,99,99,99,99,99,99,14,1,0,0,0,8
1234,0,0,0,2,44,2,1,0,2,44,99,99,99,99,99,99,99,99,99,99,99,44,1,0,0,0,19
1235,0,0,1,1,66,1,0,0,1,66,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,7
1236,0,0,1,2,44,2,1,0,4,44,46,9,99,99,99,99,99,99,99,99,99,5,1,0,0,0,16
1237,0,0,0,1,44,2,1,0,4,44,42,16,99,99,99,99,99,99,99,99,99,12,1,0,0,0,19
1238,0,0,1,1,47,1,0,0,1,47,99,99,99,99,99,99,99,99,99,99,99,99,0,0,1,1,3
1239,0,0,0,2,56,2,1,0,3,56,55,99,99,99,99,99,99,99,99,99,99,18,1,0,0,0,15
1240,0,0,1,2,38,2,1,0,4,38,36,6,99,99,99,99,99,99,99,99,99,3,1,0,0,0,9
1241,0,0,0,2,52,2,0,1,1,52,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,24
1242,0,0,0,1,34,2,0,0,1,34,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,23
1243,0,0,1,1,66,1,1,0,2,66,99,99,99,99,99,99,99,99,99,99,99,62,0,1,0,0,9
1244,0,0,0,2,38,2,0,0,1,38,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,10
1245,0,0,1,1,74,1,0,0,1,74,99,99,99,99,99,99,99,99,99,99,99,99,0,1,1,0,4
1246,0,0,0,1,56,1,0,0,1,56,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,4
1247,0,0,1,1,55,2,0,0,2,55,99,99,99,99,99,99,99,99,99,99,99,55,1,0,0,0,9
1248,0,0,0,1,74,2,1,0,2,74,99,99,99,99,99,99,99,99,99,99,99,75,1,1,0,0,7
1249,0,0,0,1,24,1,1,0,3,24,41,99,99,99,99,99,99,99,99,99,99,4,1,0,0,0,9
1250,0,0,1,2,70,1,1,0,2,70,99,99,99,99,99,99,99,99,99,99,99,58,1,1,0,0,14
1251,0,0,1,2,64,1,1,0,2,64,99,99,99,99,99,99,99,99,99,99,99,56,1,1,0,0,11
1252,0,0,1,1,59,2,1,1,2,59,99,99,99,99,99,99,99,99,99,99,99,59,1,1,0,0,6
1253,0,0,1,2,46,2,1,0,3,46,42,99,99,99,99,99,99,99,99,99,99,18,1,1,0,0,6
1254,0,0,1,1,66,1,1,0,2,66,99,99,99,99,99,99,99,99,99,99,99,56,1,1,0,0,7
1255,0,0,1,1,74,1,0,0,1,74,99,99,99,99,99,99,99,99,99,99,99,99,0,0,1,1,3
1256,1,0,1,2,40,2,1,0,3,40,40,99,99,99,99,99,99,99,99,99,99,17,1,0,0,0,11
1257,1,0,1,1,36,1,1,0,4,36,36,16,99,99,99,99,99,99,99,99,99,5,1,0,0,0,10
1258,0,0,1,2,20,2,1,0,3,20,17,99,99,99,99,99,99,99,99,99,99,2,1,0,0,1,5
1259,0,0,1,1,61,1,1,0,5,61,61,30,23,99,99,99,99,99,99,99,99,5,1,0,0,0,7
1260,0,0,0,1,29,2,1,1,4,29,30,9,99,99,99,99,99,99,99,99,99,5,0,0,0,0,14
1261,0,0,0,1,30,2,0,0,1,30,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,12
1262,0,0,1,1,31,2,1,0,8,31,32,12,10,7,6,4,99,99,99,99,99,3,1,0,0,1,10
1263,0,0,0,1,70,1,0,0,2,70,99,99,99,99,99,99,99,99,99,99,99,60,0,1,0,0,6
1264,1,0,0,2,51,2,1,0,3,51,42,99,99,99,99,99,99,99,99,99,99,4,1,0,0,0,20
1265,0,0,1,2,57,2,1,1,4,57,40,8,99,99,99,99,99,99,99,99,99,5,1,0,0,0,17
1266,0,0,1,1,84,1,0,0,1,84,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,1,5
1267,0,0,1,2,39,2,1,0,5,39,41,20,19,99,99,99,99,99,99,99,99,14,1,0,0,1,24
1268,1,0,1,1,32,2,0,0,3,32,12,99,99,99,99,99,99,99,99,99,99,7,1,0,0,0,5
1269,0,0,1,2,42,2,1,1,3,42,62,99,99,99,99,99,99,99,99,99,99,26,1,0,0,0,14
1270,0,0,0,1,32,2,0,0,3,32,6,99,99,99,99,99,99,99,99,99,99,2,1,0,0,0,18
1271,0,0,0,2,44,2,1,0,4,44,45,17,99,99,99,99,99,99,99,99,99,13,1,0,0,0,24
1272,0,0,0,2,52,2,0,1,1,52,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,14
1273,0,0,1,2,39,2,1,1,4,39,37,34,99,99,99,99,99,99,99,99,99,3,0,0,1,1,10
1274,0,0,0,1,43,2,0,0,1,43,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,24
1275,0,0,0,1,46,2,1,0,2,46,99,99,99,99,99,99,99,99,99,99,99,48,1,0,0,0,10
1276,1,0,1,1,53,2,0,0,1,53,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,17
1277,0,0,0,2,51,2,1,0,4,51,46,17,99,99,99,99,99,99,99,99,99,16,1,0,0,0,23
1278,0,0,0,2,42,2,1,0,4,42,42,15,99,99,99,99,99,99,99,99,99,7,1,0,0,0,9
1279,0,0,1,1,70,1,0,0,1,70,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,6
1280,0,0,1,1,22,1,1,0,3,22,21,99,99,99,99,99,99,99,99,99,99,1,1,0,1,1,5
1281,0,0,1,2,82,1,1,0,2,82,99,99,99,99,99,99,99,99,99,99,99,78,0,1,0,0,6
1282,0,0,0,1,38,2,1,0,4,38,28,18,99,99,99,99,99,99,99,99,99,14,1,0,1,0,13
1283,0,0,0,1,36,2,0,0,4,36,15,12,99,99,99,99,99,99,99,99,99,10,1,0,0,0,6
1284,0,0,0,2,47,2,0,0,1,47,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,6
1285,0,0,0,2,52,2,0,0,1,52,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,21
1286,0,0,0,1,24,2,0,0,2,24,99,99,99,99,99,99,99,99,99,99,99,23,1,0,0,0,13
1287,0,0,0,2,31,2,1,0,3,31,35,99,99,99,99,99,99,99,99,99,99,1,1,0,0,0,24
1288,0,0,1,2,74,1,1,0,2,74,99,99,99,99,99,99,99,99,99,99,99,65,0,1,0,0,15
1289,0,0,1,1,72,1,1,0,2,72,99,99,99,99,99,99,99,99,99,99,99,72,0,1,0,0,12
1290,0,0,0,1,41,2,1,0,4,41,41,19,99,99,99,99,99,99,99,99,99,14,1,0,0,0,19
1291,0,0,1,1,66,1,1,0,3,66,64,99,99,99,99,99,99,99,99,99,99,24,1,1,0,0,24
1292,0,0,1,2,50,2,1,0,4,50,39,15,99,99,99,99,99,99,99,99,99,12,1,0,0,0,14
1293,0,0,1,2,83,1,0,0,1,83,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
1294,0,0,1,2,28,2,1,1,4,28,27,3,99,99,99,99,99,99,99,99,99,1,1,0,0,0,14
1295,0,0,0,2,22,2,0,0,1,22,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,7
1296,0,0,0,1,35,2,0,0,4,35,17,11,99,99,99,99,99,99,99,99,99,7,0,0,0,0,8
1297,0,0,0,2,87,2,0,0,1,87,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,24
1298,1,0,1,2,31,1,1,0,4,31,34,12,99,99,99,99,99,99,99,99,99,9,1,0,0,0,11
1299,0,0,0,1,48,0,1,0,3,48,45,99,99,99,99,99,99,99,99,99,99,17,1,0,0,0,10
1300,0,0,0,1,50,2,1,0,3,50,48,99,99,99,99,99,99,99,99,99,99,15,1,0,0,0,15
1301,0,0,1,1,28,0,1,0,3,28,30,99,99,99,99,99,99,99,99,99,99,1,1,0,0,0,10
1302,0,0,0,1,26,0,0,0,2,26,99,99,99,99,99,99,99,99,99,99,99,2,1,0,1,1,4
1303,0,0,0,1,39,2,0,0,3,39,16,99,99,99,99,99,99,99,99,99,99,13,1,0,0,0,9
1304,0,0,0,1,44,0,0,1,2,44,99,99,99,99,99,99,99,99,99,99,99,18,1,1,0,0,12
1305,0,0,0,2,30,2,1,0,2,30,99,99,99,99,99,99,99,99,99,99,99,25,1,0,0,0,8
1306,0,0,0,1,46,2,0,0,1,46,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,18
1307,0,0,0,1,49,2,1,1,3,49,50,99,99,99,99,99,99,99,99,99,99,26,1,0,0,0,10
1308,0,0,1,1,58,1,1,0,3,58,68,99,99,99,99,99,99,99,99,99,99,25,0,1,0,0,7
1309,0,0,1,1,26,2,1,0,4,26,24,4,99,99,99,99,99,99,99,99,99,3,1,0,0,0,7
1310,0,0,0,2,50,2,0,1,1,50,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,21
1311,0,0,0,2,40,2,0,0,2,40,99,99,99,99,99,99,99,99,99,99,99,39,0,0,0,0,5
1312,0,0,1,2,64,2,1,0,2,64,99,99,99,99,99,99,99,99,99,99,99,60,1,1,0,0,20
1313,0,0,0,2,54,2,1,0,2,54,99,99,99,99,99,99,99,99,99,99,99,32,1,0,0,0,24
1314,0,0,1,2,42,2,1,0,4,42,35,3,99,99,99,99,99,99,99,99,99,1,1,0,0,0,17
1315,0,0,1,1,75,1,1,0,2,75,99,99,99,99,99,99,99,99,99,99,99,71,0,1,1,1,5
1316,1,0,0,1,42,2,1,0,3,42,45,99,99,99,99,99,99,99,99,99,99,20,1,0,0,0,24
1317,0,0,0,2,68,2,1,0,2,68,99,99,99,99,99,99,99,99,99,99,99,52,1,1,0,0,10
1318,0,1,0,2,54,2,1,0,3,54,52,99,99,99,99,99,99,99,99,99,99,12,1,0,0,0,10
1319,0,0,1,1,22,1,1,0,6,22,30,7,6,1,99,99,99,99,99,99,99,1,1,0,0,1,9
1320,0,0,0,2,26,2,1,0,4,26,25,23,99,99,99,99,99,99,99,99,99,21,1,0,0,0,20
1321,0,0,0,1,45,2,1,0,4,45,52,13,99,99,99,99,99,99,99,99,99,11,1,0,0,0,24
1322,0,0,1,2,52,2,1,0,3,52,51,99,99,99,99,99,99,99,99,99,99,26,1,0,0,0,10
1323,0,0,0,1,48,2,1,0,2,48,99,99,99,99,99,99,99,99,99,99,99,41,1,0,0,0,17
1324,0,0,0,1,45,2,1,0,2,45,99,99,99,99,99,99,99,99,99,99,99,44,1,0,0,0,24
1325,0,0,0,1,43,2,1,0,4,43,43,17,99,99,99,99,99,99,99,99,99,16,1,0,0,0,15
1326,0,0,0,2,34,2,0,0,1,34,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,10
1327,0,0,1,2,44,1,0,0,1,44,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,11
1328,0,0,1,1,25,2,1,1,5,25,22,5,3,99,99,99,99,99,99,99,99,1,1,0,1,1,6
1329,0,0,0,2,35,2,0,0,2,35,99,99,99,99,99,99,99,99,99,99,99,20,1,0,0,0,12
1330,0,0,0,1,41,2,1,0,6,41,45,37,19,14,99,99,99,99,99,99,99,9,1,0,0,0,7
1331,1,1,0,2,29,2,0,0,2,29,99,99,99,99,99,99,99,99,99,99,99,26,1,0,0,0,17
1332,0,0,1,1,51,1,0,0,1,51,99,99,99,99,99,99,99,99,99,99,99,99,0,0,1,0,5
1333,0,0,1,2,59,1,1,0,3,59,57,99,99,99,99,99,99,99,99,99,99,3,0,1,0,0,7
