DOEID,LRGSTATE,TYPEHUQ,HD65,CD65,KWH,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT,HBUSNESS,OTHWORK,ATHOME,HHSEX,HHAGE,EMPLOYHH,SPOUSE,SDESCENT,NHSLDMEM,WORKPAY,RETIREPY,CASHBEN,NCASHBEN,MONEYPY,AVGAGEHH,BTUEL,BTUNG,BTU,AGEHHMEM1,AGEHHMEMY
447,0,1,6278,985,15453,3,6,4,0,938,0,0,0,938,938,0,0,0,0,0,0,0,938,0,938,0,0,0,0,0,0,0,938,0,0,1,1,2,51,2,1,0,3,1,0,0,0,10,42.66666667,52726,82473.05767,135199.0577,51,27
448,0,2,5881,1184,14966,3,3,1,1,2289,351,969,0,969,775,1514,0,351,0,0,0,969,775,194,458,2289,0,351,0,0,0,969,0,969,0,1,1,1,35,1,0,0,7,0,0,1,1,2,12.57142857,51064,186352,237416,35,1
449,0,2,8551,312,6306,9,7,4,0,1656,0,0,0,1656,1656,0,0,0,0,0,0,0,1656,0,0,1656,0,0,0,0,0,0,0,1656,0,0,1,1,65,1,0,0,1,0,1,0,1,4,65,21516,84282.12554,105798.1255,65,1
450,0,2,4164,2142,37602,1,2,1,1,3910,1062,812,0,2036,3098,812,1062,0,0,0,0,812,2036,0,3910,812,1062,0,0,0,0,812,2036,0,0,0,1,2,42,2,1,0,2,1,0,0,0,24,41.5,128298,107839,236137,42,41
451,0,5,7089,794,6762,6,10,1,1,2356,0,0,0,2356,2356,0,0,0,0,0,0,0,2356,0,965,1391,0,0,0,0,0,0,965,1391,0,0,1,1,20,0,0,0,5,1,0,1,1,10,20.2,23072,21240,44312,20,20
452,0,1,5137,1072,6016,3,9,1,1,1426,0,0,0,1426,1426,0,0,0,0,0,0,0,1426,0,238,1426,0,0,0,0,0,0,0,1426,0,0,0,1,44,0,1,1,8,1,0,0,0,5,24.25,20525,110233,130758,44,2
453,0,1,1222,3401,2613,3,5,1,1,672,0,0,0,672,672,0,0,0,0,0,0,0,672,0,0,672,0,0,0,0,0,0,0,672,0,0,1,1,74,1,1,0,2,0,1,0,0,7,74,8915,21506,30421,74,74
454,0,1,4512,679,12027,3,8,2,0,728,0,0,0,728,364,364,0,0,0,0,0,0,364,364,728,0,0,0,0,0,0,0,728,0,0,0,1,1,18,1,1,0,4,1,0,0,1,6,10.5,41038,58653.2458,99691.2458,18,1
455,0,5,4492,1324,15162,3,8,1,0,1025,0,0,0,1025,513,513,0,0,0,0,0,0,513,513,1025,1025,0,0,0,0,0,0,0,1025,0,0,0,1,22,2,0,0,2,1,0,0,0,10,21,51733,39248.21521,90981.21521,22,20
456,0,5,5596,830,14126,1,5,2,0,676,0,0,0,676,676,0,0,0,0,0,0,0,676,0,338,676,0,0,0,0,0,0,0,676,0,0,0,1,50,1,1,0,2,1,0,1,1,7,42,48198,62695.8846,110893.8846,50,34
457,0,3,3387,2281,13608,4,6,1,1,1684,0,0,0,1684,1684,0,0,0,0,0,0,0,1684,0,1684,0,0,0,0,0,0,0,1684,0,0,0,1,2,52,2,1,1,4,0,1,1,0,11,47.5,46430,62460,108890,52,19
458,0,2,1661,2307,9785,1,5,4,1,3528,0,1764,0,1764,1764,1764,0,0,0,0,0,1764,1764,0,3528,1764,0,0,0,0,0,1764,1764,0,0,0,0,2,24,2,1,0,2,1,0,0,0,12,23,33386,33806.65785,67192.65785,24,22
459,0,2,6015,1152,17383,1,6,4,0,5200,2600,0,400,2200,4800,400,2600,0,0,400,0,0,2200,0,4800,3000,0,2600,0,400,0,0,2200,0,0,0,1,1,71,1,0,0,1,1,1,0,0,6,71,59311,87688.45024,146999.4502,71,10
460,0,2,3027,2190,19350,5,5,3,1,2388,0,994,400,994,994,1394,0,0,0,400,0,994,994,0,1988,1394,0,0,0,400,0,994,994,0,0,0,0,2,54,2,1,0,2,1,0,0,0,18,50.5,66022,40543,106565,54,47
461,0,2,5918,650,4632,3,1,4,0,988,104,0,0,884,884,104,0,104,0,0,0,0,884,0,0,988,0,104,0,0,0,0,0,884,0,0,0,2,51,2,1,0,2,1,0,0,0,6,47,15805,70621.87756,86426.87756,51,43
462,0,2,6031,1132,11838,4,1,3,1,4041,625,1100,0,2316,2629,1413,313,313,0,0,0,1100,2316,0,4041,1725,0,625,0,0,0,1100,2316,0,0,0,1,2,42,2,1,0,5,1,0,0,0,24,22.2,40391,164743,205134,42,7
463,0,2,1876,2765,19064,3,7,2,0,1608,0,0,0,1608,1149,459,0,0,0,0,0,0,1149,459,1608,1608,0,0,0,0,0,0,0,1608,0,0,1,1,65,1,0,0,3,0,1,0,0,3,37.33333333,65046,44961.3339,110007.3339,65,9
464,0,1,5339,1252,16874,3,8,2,0,924,0,0,0,924,924,0,0,0,0,0,0,0,924,0,924,0,0,0,0,0,0,0,924,0,0,0,1,2,84,1,1,0,2,0,1,0,0,6,85.5,57574,64366.12926,121940.1293,84,87
465,0,2,7629,678,8322,2,4,2,1,1456,0,0,0,1456,1456,0,0,0,0,0,0,0,1456,0,1456,0,0,0,0,0,0,0,1456,0,0,0,1,1,59,2,1,0,2,1,1,0,0,13,59,28395,118026,146421,59,59
466,4,2,671,3308,20215,7,3,1,1,3920,0,1960,0,1960,1960,1960,0,0,0,0,0,1960,1960,0,3920,1960,0,0,0,0,0,1960,1960,0,0,0,0,2,47,2,1,0,5,1,0,0,0,23,26.4,68974,57036.21924,126010.2192,47,11
467,0,2,6457,1002,7667,3,2,3,1,3697,899,899,0,1899,2798,899,899,0,0,0,0,899,1899,0,1314,2123,899,0,0,0,0,899,675,1224,0,0,1,1,33,0,1,0,4,1,0,0,0,2,18.25,26160,222747,248907,33,2
468,0,3,4483,1416,4910,1,2,1,1,2306,705,0,0,1601,1601,705,0,705,0,0,0,0,1601,0,384,2306,0,705,0,0,0,0,0,1601,0,0,1,1,35,2,1,1,5,0,0,0,0,8,15,16753,77146,93899,35,3
469,0,2,7449,685,33850,4,5,4,1,4524,1246,0,400,2878,4524,0,1246,0,400,0,0,0,2878,0,4124,1646,0,1246,0,400,0,0,2878,0,1,0,1,1,35,0,1,0,4,1,0,0,0,15,18,115496,114109.9494,229605.9494,35,1
470,0,2,4924,1319,18302,1,4,2,1,3384,1128,1128,250,878,2006,1378,1128,0,0,250,0,1128,878,0,3134,2506,0,1128,0,250,0,1128,878,0,0,0,1,1,72,1,1,0,2,0,1,0,0,15,72,62446,73424,135870,72,72
471,3,2,1371,3484,15263,1,6,3,1,2560,720,720,400,720,720,1840,0,720,0,400,0,720,720,0,2160,1840,0,720,0,400,0,720,720,0,0,0,0,2,37,2,1,0,2,1,0,0,0,23,37,52077,38485,90562,37,37
472,0,2,4688,82,10089,2,2,1,1,3900,1050,0,250,2600,3650,250,1050,0,0,250,0,0,2600,0,0,3900,0,1050,0,250,0,0,0,2600,0,0,1,1,37,1,1,0,5,1,0,0,0,24,19.2,34424,47951,82375,37,5
473,0,1,8601,18,8493,3,9,1,1,1120,0,0,0,1120,1120,0,0,0,0,0,0,0,1120,0,224,1120,0,0,0,0,0,0,0,1120,0,0,0,2,39,2,0,0,1,1,0,0,0,9,39,28978,40028,69006,39,25
474,0,2,6802,806,3656,3,3,1,1,3184,864,0,0,2320,1289,1895,0,864,0,0,0,0,1289,1031,0,3184,0,864,0,0,0,0,0,2320,0,0,0,1,46,2,1,0,2,1,0,0,0,22,46,12474,128831,141305,46,46
475,0,2,5847,863,6057,3,8,3,1,4752,788,1188,400,2376,2376,2376,0,788,0,400,0,1188,2376,0,4352,2376,0,788,0,400,0,1188,2376,0,0,0,0,2,46,2,1,0,4,1,0,0,0,24,32,20666,64724,85390,46,16
476,0,2,9561,13,5708,2,4,1,1,2369,0,0,400,1969,1969,400,0,0,0,400,0,0,1969,0,0,2369,0,0,0,400,0,0,0,1969,0,0,1,2,34,2,1,0,4,1,0,0,0,18,18,19476,187381,206857,34,1
477,0,2,8069,568,8425,3,6,2,1,3504,676,0,400,2428,3104,400,676,0,0,400,0,0,2428,0,3104,400,676,0,0,400,0,0,2428,0,0,0,0,2,36,2,1,0,4,1,0,0,0,24,22,28746,120629,149375,36,7
478,4,2,772,3260,28793,7,5,1,0,1914,0,0,400,1514,1514,400,0,0,0,400,0,0,1514,0,1514,400,0,0,0,400,0,0,1514,0,1,0,1,1,45,2,1,1,3,1,0,0,0,24,33.33333333,98242,43040.66943,141282.6694,45,12
479,0,2,4548,128,37668,2,1,4,0,2276,0,0,400,1876,1126,1150,0,0,0,400,0,0,1126,750,0,2276,0,0,0,400,0,0,0,1876,0,1,0,2,78,1,1,0,2,1,1,0,0,6,69,128523,77425.24778,205948.2478,78,60
480,0,5,5178,1156,3930,1,2,2,1,576,0,0,0,576,576,0,0,0,0,0,0,0,576,0,144,576,0,0,0,0,0,0,0,576,0,0,1,1,92,1,0,0,1,0,1,0,1,3,92,13408,30580,43988,92,11
481,2,2,2171,1351,7092,4,6,1,1,2516,0,1058,400,1058,1058,1458,0,0,0,400,0,1058,1058,0,2116,1458,0,0,0,400,0,1058,1058,0,0,0,0,1,62,1,1,0,2,1,1,0,0,16,55.5,24198,52479,76677,62,49
482,0,2,9084,250,10459,5,3,1,0,2880,960,0,0,1920,2160,720,240,720,0,0,0,0,1920,0,0,2880,0,960,0,0,0,0,0,1920,0,0,0,1,35,2,1,0,6,1,0,0,0,14,18.5,35686,137382.0301,173068.0301,35,8
483,0,2,1152,3845,32947,4,9,3,0,1955,0,0,400,1555,1555,400,0,0,0,400,0,0,1555,0,1555,400,0,0,0,400,0,0,1555,0,0,0,0,1,38,2,1,0,3,1,0,0,0,19,29.33333333,112415,32848.95368,145263.9537,38,10
484,2,2,1093,708,5358,4,3,1,1,1874,0,0,250,1624,0,1874,0,0,0,250,0,0,0,1624,0,1874,0,0,0,250,0,0,0,1624,0,0,1,2,60,2,1,1,3,1,0,0,0,6,42.33333333,18281,20168,38449,60,17
485,0,1,625,4279,7342,3,4,1,1,500,0,0,0,500,250,250,0,0,0,0,0,0,250,250,0,500,0,0,0,0,0,0,0,500,0,0,1,2,47,1,0,1,3,1,1,0,0,6,65.33333333,25052,3190,28242,47,74
486,1,2,6614,893,3836,2,4,4,1,2016,1008,0,400,608,486,1530,0,1008,0,400,0,0,486,122,0,2016,0,1008,0,400,0,0,0,608,0,0,0,1,62,2,1,0,1,1,0,0,0,12,62,13088,104563,117651,62,25
487,0,2,6169,35,6723,3,6,4,1,1464,0,0,0,1464,1464,0,0,0,0,0,0,0,1464,0,0,1464,0,0,0,0,0,0,0,1464,0,0,0,1,47,2,0,0,3,1,0,0,0,9,26.66666667,22939,56183,79122,47,15
488,0,2,5566,1391,8063,3,4,1,1,5179,0,1248,400,3531,3531,1648,0,0,0,400,0,1248,3531,0,4779,1648,0,0,0,400,0,1248,3531,0,0,0,0,2,31,2,1,0,5,1,0,0,0,20,15.4,27511,59991,87502,31,1
489,0,2,7119,508,8350,2,9,4,0,2178,347,0,250,1581,1920,259,338,9,0,250,0,0,1581,0,0,2178,0,347,0,250,0,0,0,1581,0,0,0,2,47,2,1,0,2,1,0,0,0,18,46.5,28490,82877.32509,111367.3251,47,46
490,0,1,5297,987,9246,3,10,4,1,1232,0,0,0,1232,1232,0,0,0,0,0,0,0,1232,0,1232,0,0,0,0,0,0,0,1232,0,0,0,1,1,59,2,0,0,2,1,0,0,0,11,46,31547,61328,92875,59,33
491,0,1,2644,2097,20540,3,5,3,1,923,0,0,0,923,554,369,0,0,0,0,0,0,554,369,923,0,0,0,0,0,0,0,923,0,0,0,1,1,24,2,0,0,5,1,0,0,1,4,22.2,70083,54441.89468,124524.8947,24,1
492,0,3,4629,1298,11738,1,1,1,1,917,196,0,0,721,721,196,0,196,0,0,0,0,721,0,524,917,0,196,0,0,0,0,0,721,0,0,1,1,39,2,0,0,3,0,0,0,0,6,21,40050,45988,86038,39,3
493,0,5,5583,969,3626,3,3,1,1,560,0,0,0,560,560,0,0,0,0,0,0,0,560,0,224,560,0,0,0,0,0,0,0,560,0,0,0,1,42,0,0,1,4,1,0,0,0,6,19.25,12372,125847,138219,42,10
494,0,2,7526,672,5620,3,3,2,1,2309,1125,0,250,934,934,1375,0,1125,0,250,0,0,934,0,2059,1375,0,1125,0,250,0,0,934,0,0,0,1,1,94,1,0,0,1,0,1,0,0,5,94,19175,74911,94086,94,38
495,0,2,5393,885,2595,3,7,3,1,1978,989,0,0,989,1978,0,989,0,0,0,0,0,989,0,0,1978,0,989,0,0,0,0,0,989,0,0,1,1,85,1,0,0,1,0,1,0,0,13,85,8854,62255,71109,85,49
496,0,2,4347,834,9289,3,9,3,1,4030,900,0,400,2730,3405,625,675,225,0,400,0,0,2730,0,3630,850,450,450,0,400,0,0,2730,0,0,0,0,1,33,2,1,0,3,1,0,0,0,21,26,31694,45070,76764,33,10
497,0,2,3097,1678,21752,3,9,2,0,5292,0,2646,400,2246,2246,3046,0,0,0,400,0,2646,2246,0,4892,3046,0,0,0,400,0,2646,2246,0,1,0,1,1,51,2,1,0,3,1,0,0,0,12,35.66666667,74218,65827.43194,140045.4319,51,3
498,0,2,7011,562,13094,3,7,1,1,3413,1294,0,400,1719,1719,1694,0,1294,0,400,0,0,1719,0,3013,1694,0,1294,0,400,0,0,1719,0,0,0,0,1,52,0,0,0,3,1,0,0,0,10,28,44677,88597,133274,52,14
499,0,2,3309,2064,14372,2,4,4,0,2574,0,0,400,2174,1242,1332,0,0,0,400,0,0,1242,932,311,2574,0,0,0,400,0,0,0,2174,0,0,1,1,66,1,1,0,2,0,1,0,0,10,68.5,49039,60794.85297,109833.853,66,71
500,4,2,756,3273,10018,7,4,3,0,2790,0,1395,250,1145,1145,1645,0,0,0,250,0,1395,1145,0,0,2790,0,0,0,250,0,1395,0,1145,0,1,1,2,54,1,1,1,2,1,1,0,0,13,54,34181,33546.70722,67727.70722,54,54
501,0,2,5197,1263,3013,1,3,2,1,2964,988,988,0,988,494,2470,0,988,0,0,0,988,494,494,0,2964,0,988,0,0,0,988,0,988,0,0,1,2,87,1,0,0,1,0,1,0,0,8,87,10280,60299,70579,87,47
502,4,2,580,3433,15907,7,9,3,1,4776,0,0,650,4126,4776,0,0,0,650,0,0,0,4126,0,4126,0,0,0,650,0,0,0,4126,0,0,0,1,2,75,1,1,0,2,0,1,0,0,23,75.5,54276,31287,85563,75,76
503,3,2,1385,3331,9927,1,5,1,1,2050,0,1025,400,625,625,1425,0,0,0,400,0,1025,625,0,1650,1425,0,0,0,400,0,1025,625,0,0,0,1,2,74,1,1,0,2,0,1,0,0,16,72.5,33871,47334,81205,74,71
504,4,2,164,4315,34768,7,5,3,0,2052,0,0,0,2052,2052,0,0,0,0,0,0,0,2052,0,2052,0,0,0,0,0,0,0,2052,0,0,0,1,2,37,2,1,0,4,1,0,0,0,10,23.5,118629,20390.65093,139019.6509,37,3
505,0,2,4364,1548,16910,3,8,3,1,5284,0,0,400,4884,4884,400,0,0,0,400,0,0,4884,0,4884,400,0,0,0,400,0,0,4884,0,0,0,0,1,56,2,1,0,3,1,1,0,0,19,43.66666667,57697,62357,120054,56,17
506,0,2,7267,775,3309,1,4,3,1,3696,1848,0,400,1448,3135,561,1848,0,0,400,0,0,1287,161,3296,2248,0,1848,0,400,0,0,1448,0,0,0,1,1,69,1,0,0,1,0,1,0,0,5,69,11290,89009,100299,69,49
507,0,2,5335,488,22909,2,13,3,1,2800,0,0,400,2400,2114,686,0,0,400,0,0,0,1714,686,2400,400,0,0,0,400,0,0,2400,0,0,0,1,2,58,1,1,0,2,1,1,0,0,16,57.5,78166,38431,116597,58,57
508,3,2,1218,3327,14314,2,6,1,1,4950,0,0,400,4550,4550,400,0,0,0,400,0,0,4550,0,4550,400,0,0,0,400,0,0,4550,0,0,0,0,2,49,2,0,0,2,1,0,0,0,14,34.5,48839,40490,89329,49,20
509,0,2,1473,2710,16674,1,7,1,1,1539,0,0,250,1289,1289,250,0,0,0,250,0,0,1289,0,1289,250,0,0,0,250,0,0,1289,0,0,0,1,1,60,1,1,0,2,0,1,0,0,7,60,56892,33031,89923,60,60
510,0,2,4612,974,22846,2,4,1,1,3240,1080,0,400,1760,2840,400,1080,0,0,400,0,0,1760,0,2840,400,1080,0,0,400,0,0,1760,0,0,0,0,1,29,2,1,0,3,1,0,0,0,12,30.33333333,77951,78311.91841,156262.9184,29,31
511,0,2,6662,778,10288,2,5,2,0,2261,560,0,400,1301,1301,960,0,560,0,400,0,0,1301,0,620,2261,0,560,0,400,0,0,0,1301,0,0,0,2,47,2,1,0,3,1,0,0,0,24,36,35103,106060.1033,141163.1033,47,17
512,0,3,5914,495,5157,2,12,1,1,1862,0,0,250,1612,806,1056,0,0,0,250,0,0,806,806,0,1862,0,0,0,250,0,0,0,1612,0,0,0,2,49,2,0,0,1,1,0,0,0,15,49,17596,24564,42160,49,49
513,0,2,4760,1571,8931,3,3,1,1,1850,925,0,0,925,1850,0,925,0,0,0,0,0,925,0,1850,0,925,0,0,0,0,0,925,0,0,0,1,1,63,1,1,0,2,1,1,0,0,7,67,30473,56595,87068,63,71
514,0,1,1681,2202,22177,3,9,4,1,1216,0,0,0,1216,1216,0,0,0,0,0,0,0,1216,0,1216,0,0,0,0,0,0,0,1216,0,0,0,0,1,33,2,1,0,4,1,0,0,0,9,21.75,75668,29455.80019,105123.8002,33,6
515,0,5,6386,1032,8109,1,6,1,1,649,0,0,0,649,649,0,0,0,0,0,0,0,649,0,649,0,0,0,0,0,0,0,649,0,0,0,0,2,33,2,0,0,1,1,0,0,0,5,33,27668,47832.94178,75500.94178,33,23
516,3,5,1141,3482,8708,1,8,1,0,613,0,0,0,613,613,0,0,0,0,0,0,0,613,0,613,0,0,0,0,0,0,0,613,0,0,0,0,2,40,2,0,1,4,1,0,0,0,24,35.25,29713,25484.16393,55197.16393,40,23
517,0,2,1554,3220,14100,4,8,3,1,2992,0,0,400,2592,2592,400,0,0,0,400,0,0,2592,0,2592,400,0,0,0,400,0,0,2592,0,0,0,1,2,70,1,1,0,2,0,1,0,0,15,68,48109,47025,95134,70,66
518,0,5,4442,1483,8863,7,7,1,1,572,0,0,0,572,572,0,0,0,0,0,0,0,572,0,572,0,0,0,0,0,0,0,572,0,0,0,1,1,35,1,0,0,2,0,0,1,1,1,25,30241,7950,38191,35,15
519,3,2,2239,2853,37113,1,9,3,1,3576,0,0,650,2926,2926,650,0,0,0,650,0,0,2926,0,2926,650,0,0,0,650,0,0,2926,0,1,0,1,1,40,0,1,0,5,1,0,0,0,24,23,126630,0,126630,40,8
520,0,2,4014,1753,32636,3,8,4,1,2048,0,0,400,1648,1648,400,0,0,0,400,0,0,1648,0,1648,400,0,0,0,400,0,0,1648,0,0,0,0,2,38,2,1,0,5,1,0,0,0,11,20.2,111354,0,111354,38,7
521,0,2,5800,973,15658,3,4,3,1,4214,1026,1026,400,1762,2788,1426,1026,0,0,400,0,1026,1762,0,3814,1426,1026,0,0,400,0,1026,1762,0,0,0,0,1,71,2,0,0,1,1,1,0,0,16,71,53425,86436,139861,71,21
522,0,2,5191,1386,9548,1,4,3,1,3456,0,1728,400,1328,1328,2128,0,0,0,400,0,1728,1328,0,3056,2128,0,0,0,400,0,1728,1328,0,0,0,1,2,34,2,1,0,5,1,0,0,0,15,16.2,32578,54329,86907,34,1
523,0,2,4927,705,7181,4,11,4,0,2832,0,0,0,2832,1888,944,0,0,0,0,0,0,1888,944,0,2832,0,0,0,0,0,0,0,2832,1,0,1,2,67,0,0,0,1,1,1,0,0,15,67,24502,59155.17194,83657.17194,67,40
524,0,2,3188,1343,4692,1,5,1,1,720,0,0,0,720,720,0,0,0,0,0,0,0,720,0,720,0,0,0,0,0,0,0,720,0,0,0,0,2,52,2,0,0,1,0,0,0,0,11,52,16010,46404,62414,52,53
525,0,2,5485,1058,6697,3,2,3,1,1671,836,0,0,836,1253,418,418,418,0,0,0,0,836,0,0,1671,0,836,0,0,0,0,0,836,0,0,0,1,55,2,0,0,2,1,0,0,0,7,40.5,22850,80918.81922,103768.8192,55,26
526,2,5,2448,34,2387,2,9,3,1,542,0,0,0,542,0,542,0,0,0,0,0,0,0,542,0,542,0,0,0,0,0,0,0,542,0,0,0,2,26,2,0,0,1,1,0,0,0,11,26,8144,11930,20074,26,3
527,0,2,4953,1509,11694,3,4,1,1,3024,0,1512,0,1512,1512,1512,0,0,0,0,0,1512,1512,0,3024,1512,0,0,0,0,0,1512,1512,0,0,0,0,2,42,2,0,0,3,0,0,0,0,10,22,39900,119981,159881,42,10
528,0,2,4460,2055,17124,3,9,2,1,4111,986,0,650,2475,2475,1636,0,986,0,650,0,0,2475,0,3461,1636,0,986,0,650,0,0,2475,0,0,0,0,2,41,2,1,0,3,1,0,0,0,24,31.33333333,58426,74386,132812,41,15
529,0,2,8364,349,6016,3,1,4,0,3630,1210,0,0,2420,2420,1210,1210,0,0,0,0,0,1210,1210,0,3630,0,1210,0,0,0,0,0,2420,0,0,1,1,84,1,1,0,2,0,0,0,0,9,84,20527,115536.9513,136063.9513,84,84
530,0,1,3413,1833,13917,3,8,4,1,1080,0,0,0,1080,1080,0,0,0,0,0,0,0,1080,0,1080,1080,0,0,0,0,0,0,0,1080,1,0,0,2,63,2,1,0,3,1,0,0,0,6,38.66666667,47485,51289.1187,98774.1187,63,16
531,0,3,5591,1385,8381,3,7,1,1,1699,425,0,400,874,1299,400,425,0,0,400,0,0,874,0,1299,400,425,0,0,400,0,0,874,0,0,0,1,2,48,2,1,0,3,1,0,0,0,18,36.66666667,28596,43630,72226,48,12
532,0,2,3585,1541,24273,3,7,1,1,6069,0,2023,400,3646,3646,2423,0,0,0,400,0,2023,3646,0,5669,2423,0,0,0,400,0,2023,3646,0,0,0,0,1,33,2,1,0,3,1,0,0,0,16,22.33333333,82820,76554.33941,159374.3394,33,1
533,0,2,7355,757,7555,3,4,1,1,3564,1782,0,250,1532,1021,2543,0,1782,0,250,0,0,1021,511,3314,2032,0,1782,0,250,0,0,1532,0,0,0,0,1,21,2,1,0,2,1,0,1,0,13,21,25778,57521,83299,21,21
534,0,1,3412,1851,19841,3,8,4,0,980,0,0,0,980,980,0,0,0,0,0,0,0,980,0,980,0,0,0,0,0,0,0,980,0,0,0,0,2,43,2,1,0,2,1,0,0,0,6,44,67697,33472.40458,101169.4046,43,45
535,0,2,5951,884,9890,3,4,4,1,2499,732,72,0,1695,2244,255,549,183,0,0,0,72,1695,0,1250,2499,0,732,0,0,0,72,0,1695,0,0,1,1,51,0,0,0,1,1,0,0,0,5,51,33745,79332.83463,113077.8346,51,52
536,0,2,4243,1757,9837,9,8,3,1,2764,0,0,400,2364,2364,400,0,0,0,400,0,0,2364,0,2364,400,0,0,0,400,0,0,2364,0,0,0,0,2,39,2,1,0,4,1,0,0,0,16,21,33564,69252,102816,39,2
537,0,5,1576,2910,9290,1,8,2,0,674,0,0,0,674,674,0,0,0,0,0,0,0,674,0,674,0,0,0,0,0,0,0,674,0,0,0,1,1,74,1,0,0,1,0,1,0,1,4,74,31696,15900.60664,47596.60664,74,51
538,0,3,3512,1884,14776,3,5,2,1,1794,348,0,250,1196,1196,598,0,348,0,250,0,0,1196,0,1544,598,0,348,0,250,0,0,1196,0,0,0,0,1,37,2,0,0,4,1,0,0,0,7,20,50416,44556,94972,37,12
539,3,4,2002,2743,21541,1,10,1,1,722,0,0,0,722,722,0,0,0,0,0,0,0,722,0,722,0,0,0,0,0,0,0,722,0,0,0,0,1,40,2,0,0,3,1,0,0,0,1,24.33333333,73498,14860.91898,88358.91898,40,15
540,0,2,6366,865,5186,3,4,1,0,3246,1623,0,250,1373,1373,1873,0,1623,0,250,0,0,1373,0,0,3246,0,1623,0,250,0,0,0,1373,0,0,1,1,80,1,0,0,1,0,1,0,0,5,80,17695,96757.61258,114452.6126,80,35
541,0,2,2610,2315,7657,2,5,4,0,1425,0,0,0,1425,855,570,0,0,0,0,0,0,855,570,855,1425,0,0,0,0,0,0,0,1425,0,0,1,1,68,1,0,0,2,0,1,0,0,5,68,26124,45154.73574,71278.73574,68,68
542,0,2,2436,2188,11951,1,5,2,1,2106,0,0,400,1706,1706,400,0,0,0,400,0,0,1706,0,716,1390,0,0,0,400,0,0,716,990,0,1,0,2,50,2,1,0,3,1,1,0,0,16,40.66666667,40777,64004,104781,50,23
543,0,2,5294,1126,10077,5,5,2,1,3000,0,1000,400,1600,1600,1400,0,0,0,400,0,1000,1600,0,2600,1400,0,0,0,400,0,1000,1600,0,0,0,0,1,44,2,1,0,5,1,0,0,0,18,25.4,34383,81394,115777,44,11
544,0,4,2054,2394,8697,3,9,3,0,1142,0,0,0,1142,1142,0,0,0,0,0,0,0,1142,0,1142,0,0,0,0,0,0,0,1142,0,0,0,0,1,75,1,1,0,2,0,1,0,0,12,82,29674,19885.55571,49559.55571,75,89
545,0,4,5050,1291,5950,1,1,1,1,3780,0,1890,0,1890,1890,1890,0,0,0,0,0,1890,1890,0,0,3780,0,0,0,0,0,1890,0,1890,0,0,0,2,87,1,0,0,1,0,1,0,0,4,87,20301,79467,99768,87,12
546,3,2,2270,2833,32619,2,4,1,1,1518,0,0,0,1518,1518,0,0,0,0,0,0,0,1518,0,1518,0,0,0,0,0,0,0,1518,0,0,0,0,1,31,2,1,0,5,1,0,1,0,14,18,111298,54949,166247,31,7
547,0,4,4813,633,7201,1,7,4,0,502,0,0,0,502,0,502,0,0,0,0,0,0,0,502,0,502,0,0,0,0,0,0,0,502,0,0,0,2,41,2,0,1,4,1,0,0,0,8,34.25,24570,41501.25448,66071.25448,41,22
548,3,2,2017,3018,31842,1,7,1,0,2137,0,0,400,1737,1737,400,0,0,0,400,0,0,1737,0,1737,400,0,0,0,400,0,0,1737,0,0,0,1,2,44,2,1,0,4,1,0,0,0,22,29,108645,61177.24719,169822.2472,44,10
549,0,2,4665,1453,40600,3,9,3,0,3894,653,0,400,2841,3331,563,490,163,0,400,0,0,2841,0,3494,563,490,163,0,400,0,0,2841,0,0,0,0,2,25,2,1,0,2,1,0,0,0,17,25,138527,61426.34613,199953.3461,25,25
550,0,5,6882,1008,3763,1,1,1,1,1434,0,0,0,1434,1434,0,0,0,0,0,0,0,1434,0,1434,0,0,0,0,0,0,0,1434,0,0,0,0,1,37,2,1,0,2,1,0,0,0,24,37,12840,118599,131439,37,37
551,2,5,1162,477,3063,4,4,1,1,915,0,0,0,915,0,915,0,0,0,0,0,0,0,915,0,915,0,0,0,0,0,0,0,915,0,0,1,2,56,2,1,1,6,1,0,0,0,6,27.5,10451,32825,43276,56,10
552,4,2,1147,2503,10309,4,9,1,0,3588,0,1794,400,1394,1394,2194,0,0,0,400,0,1794,1394,0,3188,2194,0,0,0,400,0,1794,1394,0,0,0,0,1,52,2,1,0,2,1,0,0,0,15,52,35175,34427.07187,69602.07187,52,52
553,0,2,3617,1637,27680,3,11,4,1,2508,0,0,0,2508,2508,0,0,0,0,0,0,0,2508,0,2508,0,0,0,0,0,0,0,2508,0,0,0,1,1,33,0,1,0,5,1,0,0,0,13,18,94444,53154.386,147598.386,33,1
554,0,2,8987,27,9293,2,8,1,1,3671,0,0,400,3271,3671,0,0,0,400,0,0,0,3271,0,0,3671,0,0,0,400,0,0,0,3271,0,0,1,1,47,1,1,0,6,1,0,0,0,24,28.5,31706,297381,329087,47,2
